"","trait","h2_estimate","is_heritable","dataset","simple_name"
"554","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella",0.173153642,"NS","Goodrich 2016","g_Collinsella"
"555","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus",0.060279371,"NS","Goodrich 2016","g_Coprobacillus"
"556","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus",0.089444001,"NS","Goodrich 2016","g_Coprococcus"
"557","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium",0.29416747,"heritable","Goodrich 2016","g_Dehalobacterium"
"558","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio",0.112249602,"NS","Goodrich 2016","g_Desulfovibrio"
"559","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister",0.135037299,"NS","Goodrich 2016","g_Dialister"
"560","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea",0.050641151,"NS","Goodrich 2016","g_Dorea"
"561","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Eggerthella",0.075718294,"NS","Goodrich 2016","g_Eggerthella"
"562","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Eubacterium.",7.98e-12,"NS","Goodrich 2016","g_Eubacterium"
"563","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium",0.159042619,"NS","Goodrich 2016","g_Faecalibacterium"
"564","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus",0.194839792,"NS","Goodrich 2016","g_Haemophilus"
"565","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania",0.050958753,"NS","Goodrich 2016","g_Holdemania"
"566","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnobacterium",0.032683599,"NS","Goodrich 2016","g_Lachnobacterium"
"567","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira",0.054954882,"NS","Goodrich 2016","g_Lachnospira"
"568","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus",0.040106157,"NS","Goodrich 2016","g_Lactobacillus"
"569","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter",0.212942245,"NS","Goodrich 2016","g_Methanobrevibacter"
"570","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter",2.14e-12,"NS","Goodrich 2016","g_Odoribacter"
"571","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira",0.192418523,"NS","Goodrich 2016","g_Oscillospira"
"572","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides",0.086395001,"NS","Goodrich 2016","g_Parabacteroides"
"573","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__Paraprevotella",4.4e-12,"NS","Goodrich 2016","g_Paraprevotella"
"574","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium",0.029562186,"NS","Goodrich 2016","g_Phascolarctobacterium"
"575","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella",0.056433634,"NS","Goodrich 2016","g_Prevotella"
"576","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Ralstonia",0.069114326,"NS","Goodrich 2016","g_Ralstonia"
"577","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia",0.173435651,"NS","Goodrich 2016","g_Roseburia"
"578","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.",0.134977518,"NS","Goodrich 2016","g_Ruminococcus"
"579","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus",0.029632236,"NS","Goodrich 2016","g_Ruminococcus"
"580","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53",0.243248256,"heritable","Goodrich 2016","g_SMB53"
"581","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus",3.4e-13,"NS","Goodrich 2016","g_Streptococcus"
"582","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella",3.74e-12,"NS","Goodrich 2016","g_Sutterella"
"583","k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter",0.394285926,"heritable","Goodrich 2016","g_Turicibacter"
"584","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella",0.097213971,"NS","Goodrich 2016","g_Veillonella"
"585","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales",0.167753676,"NS","Goodrich 2016","o_Actinomycetales"
"586","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales",0.077550931,"NS","Goodrich 2016","o_Bacteroidales"
"587","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales",0.315555364,"heritable","Goodrich 2016","o_Bifidobacteriales"
"588","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales",2.98e-13,"NS","Goodrich 2016","o_Burkholderiales"
"589","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales",0.029460731,"NS","Goodrich 2016","o_Clostridiales"
"590","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales",0.095547097,"NS","Goodrich 2016","o_Coriobacteriales"
"591","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales",0.190736659,"NS","Goodrich 2016","o_Desulfovibrionales"
"592","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales",0.181454504,"NS","Goodrich 2016","o_Enterobacteriales"
"593","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales",5.21e-13,"NS","Goodrich 2016","o_Erysipelotrichales"
"594","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales",7.36e-12,"NS","Goodrich 2016","o_Lactobacillales"
"595","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales",0.23655668,"NS","Goodrich 2016","o_Methanobacteriales"
"596","k__Bacteria.p__Tenericutes.c__RF3.o__ML615J.28",0.296247121,"heritable","Goodrich 2016","o_ML615J.28"
"597","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales",0.199445668,"NS","Goodrich 2016","o_Pasteurellales"
"598","k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32",0.043752249,"NS","Goodrich 2016","o_RF32"
"599","k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39",0.307404031,"heritable","Goodrich 2016","o_RF39"
"600","k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta",0.069389943,"NS","Goodrich 2016","o_Streptophyta"
"601","k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales",0.394285926,"heritable","Goodrich 2016","o_Turicibacterales"
"602","k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales",0.139382598,"NS","Goodrich 2016","o_Verrucomicrobiales"
"603","k__Bacteria.p__Cyanobacteria.c__4C0d.2.o__YS2",0.116787099,"NS","Goodrich 2016","o_YS2"
"604","k__Bacteria.p__Actinobacteria",0.261479756,"heritable","Goodrich 2016","p_Actinobacteria"
"605","k__Bacteria.p__Bacteroidetes",0.07755378,"NS","Goodrich 2016","p_Bacteroidetes"
"606","k__Bacteria.p__Cyanobacteria",0.067937435,"NS","Goodrich 2016","p_Cyanobacteria"
"607","k__Archaea.p__Euryarchaeota",0.2770449,"heritable","Goodrich 2016","p_Euryarchaeota"
"608","k__Bacteria.p__Firmicutes",9.61e-15,"NS","Goodrich 2016","p_Firmicutes"
"609","k__Bacteria.p__Proteobacteria",0.023942509,"NS","Goodrich 2016","p_Proteobacteria"
"610","k__Bacteria.p__Tenericutes",0.335161821,"heritable","Goodrich 2016","p_Tenericutes"
"611","k__Bacteria.p__Verrucomicrobia",0.145475218,"NS","Goodrich 2016","p_Verrucomicrobia"
"612","Bacteria|Actinobacteria|Actinobacteria",0.4112,"heritable","Lim 2017","c_Actinobacteria"
"613","Bacteria|Firmicutes|Bacilli",0.3528,"heritable","Lim 2017","c_Bacilli"
"614","Bacteria|Proteobacteria|Betaproteobacteria",0.073,"NS","Lim 2017","c_Betaproteobacteria"
"615","Bacteria|Firmicutes|Clostridia",0.0719,"NS","Lim 2017","c_Clostridia"
"616","Bacteria|Proteobacteria|Deltaproteobacteria",0.0987,"NS","Lim 2017","c_Deltaproteobacteria"
"617","Bacteria|Proteobacteria|Gammaproteobacteria",0.235,"heritable","Lim 2017","c_Gammaproteobacteria"
"618","Bacteria|Tenericutes|Mollicutes",0.2287,"heritable","Lim 2017","c_Mollicutes"
"619","Bacteria|Proteobacteria|...|Burkholderiales|Alcaligenaceae",0.1344,"NS","Lim 2017","f_Alcaligenaceae"
"620","Bacteria|Bacteroidetes|...|Bacteroidales|Bacteroidaceae",0.2383,"heritable","Lim 2017","f_Bacteroidaceae"
"621","Bacteria|Actinobacteria|...|Bifidobacteriales|Bifidobacteriaceae",0.3724,"heritable","Lim 2017","f_Bifidobacteriaceae"
"622","Bacteria|Firmicutes|...|Clostridiales|Christensenellaceae",0.3065,"heritable","Lim 2017","f_Christensenellaceae"
"623","Bacteria|Firmicutes|...|Clostridiales|Clostridiaceae",0.3365,"heritable","Lim 2017","f_Clostridiaceae"
"624","Bacteria|Proteobacteria|...|Desulfovibrionales|Desulfovibrionaceae",0.1012,"NS","Lim 2017","f_Desulfovibrionaceae"
"625","Bacteria|Proteobacteria|...|Enterobacteriales|Enterobacteriaceae",0.2592,"heritable","Lim 2017","f_Enterobacteriaceae"
"626","Bacteria|Firmicutes|...|Erysipelotrichales|Erysipelotrichaceae",0.1402,"NS","Lim 2017","f_Erysipelotrichaceae"
"627","Bacteria|Fusobacteria|...|Fusobacteriales|Fusobacteriaceae",0.0946,"NS","Lim 2017","f_Fusobacteriaceae"
"628","Bacteria|Firmicutes|...|Clostridiales|Lachnospiraceae",0.1542,"heritable","Lim 2017","f_Lachnospiraceae"
"629","Bacteria|Firmicutes|...|Lactobacillales|Lactobacillaceae",0.1708,"heritable","Lim 2017","f_Lactobacillaceae"
"630","Bacteria|Firmicutes|...|Lactobacillales|Leuconostocaceae",0.1366,"NS","Lim 2017","f_Leuconostocaceae"
"631","Archaea|Euryarchaeota|...|Methanobacteriales|Methanobacteriaceae",0.2254,"heritable","Lim 2017","f_Methanobacteriaceae"
"632","Bacteria|Bacteroidetes|...|Bacteroidales|[Odoribacteraceae]",0.1917,"heritable","Lim 2017","f_Odoribacteraceae"
"633","Bacteria|Bacteroidetes|...|Bacteroidales|[Paraprevotellaceae]",0.083,"NS","Lim 2017","f_Paraprevotellaceae"
"634","Bacteria|Proteobacteria|...|Pasteurellales|Pasteurellaceae",0.2899,"heritable","Lim 2017","f_Pasteurellaceae"
"635","Bacteria|Bacteroidetes|...|Bacteroidales|Porphyromonadaceae",0.1527,"heritable","Lim 2017","f_Porphyromonadaceae"
"636","Bacteria|Bacteroidetes|...|Bacteroidales|Prevotellaceae",0.1487,"NS","Lim 2017","f_Prevotellaceae"
"637","Bacteria|Bacteroidetes|...|Bacteroidales|Rikenellaceae",0.1299,"NS","Lim 2017","f_Rikenellaceae"
"638","Bacteria|Firmicutes|...|Clostridiales|Ruminococcaceae",0.0546,"NS","Lim 2017","f_Ruminococcaceae"
"639","Bacteria|Firmicutes|...|Lactobacillales|Streptococcaceae",0.2909,"heritable","Lim 2017","f_Streptococcaceae"
"640","Bacteria|Firmicutes|...|Clostridiales|Veillonellaceae",0.1343,"heritable","Lim 2017","f_Veillonellaceae"
"641","Bacteria|Verrucomicrobia|...|Verrucomicrobiales|Verrucomicrobiaceae",0.0635,"NS","Lim 2017","f_Verrucomicrobiaceae"
"642","Bacteria|Firmicutes|...|Veillonellaceae|Acidaminococcus",0.1312,"heritable","Lim 2017","g_Acidaminococcus"
"643","Bacteria|Verrucomicrobia|...|Verrucomicrobiaceae|Akkermansia",0.0614,"NS","Lim 2017","g_Akkermansia"
"644","Bacteria|Firmicutes|...|Lachnospiraceae|Anaerostipes",0.012,"NS","Lim 2017","g_Anaerostipes"
"645","Bacteria|Bacteroidetes|...|Bacteroidaceae|Bacteroides",0.2381,"heritable","Lim 2017","g_Bacteroides"
"646","Bacteria|Actinobacteria|...|Bifidobacteriaceae|Bifidobacterium",0.374,"heritable","Lim 2017","g_Bifidobacterium"
"647","Bacteria|Proteobacteria|...|Desulfovibrionaceae|Bilophila",0.0501,"NS","Lim 2017","g_Bilophila"
"648","Bacteria|Firmicutes|...|Lachnospiraceae|Blautia",0.1946,"heritable","Lim 2017","g_Blautia"
"649","Bacteria|Bacteroidetes|...|[Odoribacteraceae]|Butyricimonas",0.1438,"NS","Lim 2017","g_Butyricimonas"
"650","Bacteria|Firmicutes|...|Erysipelotrichaceae|Catenibacterium",0.1208,"NS","Lim 2017","g_Catenibacterium"
"651","Bacteria|Firmicutes|...|Clostridiaceae|Clostridium",0.1427,"NS","Lim 2017","g_Clostridium"
"652","Bacteria|Firmicutes|....|Lachnospiraceae|Coprococcus",0.1628,"heritable","Lim 2017","g_Coprococcus"
"653","Bacteria|Proteobacteria|...|Desulfovibrionaceae|Desulfovibrio",0.1095,"NS","Lim 2017","g_Desulfovibrio"
"654","Bacteria|Firmicutes|...|Veillonellaceae|Dialister",0.1636,"heritable","Lim 2017","g_Dialister"
"655","Bacteria|Firmicutes|...|Lachnospiraceae|Dorea",0.0278,"NS","Lim 2017","g_Dorea"
"656","Bacteria|Firmicutes|...|Erysipelotrichaceae|[Eubacterium]",0.2831,"heritable","Lim 2017","g_Eubacterium"
"657","Bacteria|Firmicutes|...|Ruminococcaceae|Faecalibacterium",0.2631,"heritable","Lim 2017","g_Faecalibacterium"
"658","Bacteria|Proteobacteria|...|Pasteurellaceae|Haemophilus",0.2727,"heritable","Lim 2017","g_Haemophilus"
"659","Bacteria|Proteobacteria|...|Enterobacteriaceae|Klebsiella",0.1875,"NS","Lim 2017","g_Klebsiella"
"660","Bacteria|Firmicutes|...|Lachnospiraceae|Lachnospira",0.1533,"heritable","Lim 2017","g_Lachnospira"
"661","Bacteria|Firmicutes|...|Lactobacillaceae|Lactobacillus",0.1481,"heritable","Lim 2017","g_Lactobacillus"
"662","Bacteria|Firmicutes|...|Veillonellaceae|Megamonas",0.2177,"heritable","Lim 2017","g_Megamonas"
"663","Bacteria|Firmicutes|...|Veillonellaceae|Megasphaera",0.1375,"heritable","Lim 2017","g_Megasphaera"
"664","Archaea|Euryarchaeota|...|Methanobacteriaceae|Methanobrevibacter",0.2085,"heritable","Lim 2017","g_Methanobrevibacter"
"665","Bacteria|Bacteroidetes|...|[Odoribacteraceae]|Odoribacter",0.1916,"heritable","Lim 2017","g_Odoribacter"
"666","Bacteria|Firmicutes|...|Ruminococcaceae|Oscillospira",0.1434,"NS","Lim 2017","g_Oscillospira"
"667","Bacteria|Bacteroidetes|...|Porphyromonadaceae|Parabacteroides",0.1567,"heritable","Lim 2017","g_Parabacteroides"
"668","Bacteria|Bacteroidetes|...|[Paraprevotellaceae]|Paraprevotella",0.1412,"heritable","Lim 2017","g_Paraprevotella"
"669","Bacteria|Firmicutes|...|Veillonellaceae|Phascolarctobacterium",0.3549,"heritable","Lim 2017","g_Phascolarctobacterium"
"670","Bacteria|Bacteroidetes|...|[Paraprevotellaceae]|[Prevotella]",0.0439,"NS","Lim 2017","g_Prevotella"
"671","Bacteria|Bacteroidetes|...|Prevotellaceae|Prevotella",0.1545,"NS","Lim 2017","g_Prevotella"
"672","Bacteria|Firmicutes|...|Lachnospiraceae|Roseburia",0,"NS","Lim 2017","g_Roseburia"
"673","Bacteria|Firmicutes|...|Lachnospiraceae|[Ruminococcus]",0.2084,"heritable","Lim 2017","g_Ruminococcus"
"674","Bacteria|Firmicutes|...|Ruminococcaceae|Ruminococcus",0.0562,"NS","Lim 2017","g_Ruminococcus"
"675","Bacteria|Firmicutes|...|Streptococcaceae|Streptococcus",0.3186,"heritable","Lim 2017","g_Streptococcus"
"676","Bacteria|Firmicutes|...|Veillonellaceae|Succiniclasticum",0.0139,"NS","Lim 2017","g_Succiniclasticum"
"677","Bacteria|Proteobacteria|...|Alcaligenaceae|Sutterella",0.1361,"NS","Lim 2017","g_Sutterella"
"678","Bacteria|Firmicutes|...|Veillonellaceae|Veillonella",0.2168,"heritable","Lim 2017","g_Veillonella"
"679","Archaea",0.2222,"heritable","Lim 2017","k_Archaea"
"680","Bacteria",0.2452,"heritable","Lim 2017","k_Bacteria"
"681","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales",0.2527,"heritable","Lim 2017","o_Bacteroidales"
"682","Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales",0.3724,"heritable","Lim 2017","o_Bifidobacteriales"
"683","Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales",0.0759,"NS","Lim 2017","o_Burkholderiales"
"684","Bacteria|Firmicutes|Clostridia|Clostridiales",0.0693,"NS","Lim 2017","o_Clostridiales"
"685","Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales",0.101,"NS","Lim 2017","o_Desulfovibrionales"
"686","Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales",0.1037,"NS","Lim 2017","o_Fusobacteriales"
"687","Bacteria|Firmicutes|Bacilli|Lactobacillales",0.3283,"heritable","Lim 2017","o_Lactobacillales"
"688","Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales",0.2254,"heritable","Lim 2017","o_Methanobacteriales"
"689","Bacteria|Actinobacteria",0.4569,"heritable","Lim 2017","p_Actinobacteria"
"690","Bacteria|Bacteroidetes",0.252,"heritable","Lim 2017","p_Bacteroidetes"
"691","Bacteria|Cyanobacteria",0.2749,"heritable","Lim 2017","p_Cyanobacteria"
"692","Archaea|Euryarchaeota",0.2222,"heritable","Lim 2017","p_Euryarchaeota"
"693","Bacteria|Firmicutes",0.1019,"NS","Lim 2017","p_Firmicutes"
"694","Bacteria|Proteobacteria",0.1385,"heritable","Lim 2017","p_Proteobacteria"
"695","Bacteria|Tenericutes",0.2294,"heritable","Lim 2017","p_Tenericutes"
"696","Bacteria|Verrucomicrobia",0.0533,"NS","Lim 2017","p_Verrucomicrobia"
"697","p_Cyanobacteria|c_4C0d.2",0.32,"NS","Turpin 2016","c_4C0d.2"
"698","p_Actinobacteria|c_Actinobacteria",0.22,"NS","Turpin 2016","c_Actinobacteria"
"699","p_Proteobacteria|c_Alphaproteobacteria*",0,"NS","Turpin 2016","c_Alphaproteobacteria"
"700","p_Firmicutes|c_Bacilli",0.1,"NS","Turpin 2016","c_Bacilli"
"701","p_Bacteroidetes|c_Bacteroidia",0.33,"NS","Turpin 2016","c_Bacteroidia"
"702","p_Proteobacteria|c_Betaproteobacteria",0.41,"NS","Turpin 2016","c_Betaproteobacteria"
"703","p_Firmicutes|c_Clostridia",0.22,"NS","Turpin 2016","c_Clostridia"
"704","p_Actinobacteria|c_Coriobacteriia",0.24,"NS","Turpin 2016","c_Coriobacteriia"
"705","p_Proteobacteria|c_Deltaproteobacteria",0.32,"NS","Turpin 2016","c_Deltaproteobacteria"
"706","p_Proteobacteria|c_Epsilonproteobacteria*",0,"NS","Turpin 2016","c_Epsilonproteobacteria"
"707","p_Firmicutes|c_Erysipelotrichi",0.49,"NS","Turpin 2016","c_Erysipelotrichi"
"708","p_Bacteroidetes|c_Flavobacteriia*",0,"NS","Turpin 2016","c_Flavobacteriia"
"709","p_Fusobacteria|c_Fusobacteriia",0.19,"NS","Turpin 2016","c_Fusobacteriia"
"710","p_Proteobacteria|c_Gammaproteobacteria",0.07,"NS","Turpin 2016","c_Gammaproteobacteria"
"711","p_Lentisphaerae|c_.Lentisphaeria.",0.4,"NS","Turpin 2016","c_Lentisphaeria"
"712","p_Euryarchaeota|c_Methanobacteria",0.66,"heritable","Turpin 2016","c_Methanobacteria"
"713","p_Tenericutes|c_Mollicutes",0.18,"NS","Turpin 2016","c_Mollicutes"
"714","p_Tenericutes|c_RF3*",0,"NS","Turpin 2016","c_RF3"
"715","p_Synergistetes|c_Synergistia*",0,"NS","Turpin 2016","c_Synergistia"
"716","p_TM7|c_TM7.3",0.01,"NS","Turpin 2016","c_TM7.3"
"717","p_Verrucomicrobia|c_Verrucomicrobiae",0.3,"NS","Turpin 2016","c_Verrucomicrobiae"
"718","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae",0.12,"NS","Turpin 2016","f_Actinomycetaceae"
"719","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Aerococcaceae*",0,"NS","Turpin 2016","f_Aerococcaceae"
"720","p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Alcaligenaceae",0.4,"NS","Turpin 2016","f_Alcaligenaceae"
"721","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae",0.58,"heritable","Turpin 2016","f_Bacteroidaceae"
"722","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae",0.32,"NS","Turpin 2016","f_Barnesiellaceae"
"723","p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae",0.23,"NS","Turpin 2016","f_Bifidobacteriaceae"
"724","p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae*",0,"NS","Turpin 2016","f_Campylobacteraceae"
"725","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae*",0,"NS","Turpin 2016","f_Carnobacteriaceae"
"726","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae*",0,"NS","Turpin 2016","f_Carnobacteriaceae"
"727","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae",0.64,"heritable","Turpin 2016","f_Christensenellaceae"
"728","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae",0.35,"NS","Turpin 2016","f_Clostridiaceae"
"729","p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae",0.35,"NS","Turpin 2016","f_Comamonadaceae"
"730","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae",0.24,"NS","Turpin 2016","f_Coriobacteriaceae"
"731","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Corynebacteriaceae",0.09,"NS","Turpin 2016","f_Corynebacteriaceae"
"732","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Dehalobacteriaceae",0.54,"heritable","Turpin 2016","f_Dehalobacteriaceae"
"733","p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae",0.32,"NS","Turpin 2016","f_Desulfovibrionaceae"
"734","p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacteriales|f_Enterobacteriaceae*",0,"NS","Turpin 2016","f_Enterobacteriaceae"
"735","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae*",0,"NS","Turpin 2016","f_Enterococcaceae"
"736","p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_Erysipelotrichaceae",0.49,"NS","Turpin 2016","f_Erysipelotrichaceae"
"737","p_Firmicutes|c_Clostridia|o_Clostridiales|f_EtOH8",0.25,"NS","Turpin 2016","f_EtOH8"
"738","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Eubacteriaceae",0.29,"NS","Turpin 2016","f_Eubacteriaceae"
"739","p_Fusobacteria|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae",0.19,"NS","Turpin 2016","f_Fusobacteriaceae"
"740","p_Firmicutes|c_Bacilli|o_Gemellales|f_Gemellaceae*",0,"NS","Turpin 2016","f_Gemellaceae"
"741","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae",0.17,"NS","Turpin 2016","f_Lachnospiraceae"
"742","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae",0.26,"NS","Turpin 2016","f_Lactobacillaceae"
"743","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Leuconostocaceae",0.02,"NS","Turpin 2016","f_Leuconostocaceae"
"744","p_Euryarchaeota|c_Methanobacteria|o_Methanobacteriales|f_Methanobacteriaceae",0.66,"heritable","Turpin 2016","f_Methanobacteriaceae"
"745","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Micrococcaceae",0.21,"NS","Turpin 2016","f_Micrococcaceae"
"746","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Mogibacteriaceae",0.33,"NS","Turpin 2016","f_Mogibacteriaceae"
"747","p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae",0.07,"NS","Turpin 2016","f_Moraxellaceae"
"748","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae",0.34,"NS","Turpin 2016","f_Odoribacteraceae"
"749","p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae",0.13,"NS","Turpin 2016","f_Oxalobacteraceae"
"750","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Paraprevotellaceae",0.35,"NS","Turpin 2016","f_Paraprevotellaceae"
"751","p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae",0.23,"NS","Turpin 2016","f_Pasteurellaceae"
"752","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptococcaceae",0.22,"NS","Turpin 2016","f_Peptococcaceae"
"753","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae",0.52,"NS","Turpin 2016","f_Peptostreptococcaceae"
"754","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae",0.54,"heritable","Turpin 2016","f_Porphyromonadaceae"
"755","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae",0.37,"NS","Turpin 2016","f_Prevotellaceae"
"756","p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae*",0,"NS","Turpin 2016","f_Pseudomonadaceae"
"757","p_Proteobacteria|c_Betaproteobacteria|o_Rhodocyclales|f_Rhodocyclaceae*",0,"NS","Turpin 2016","f_Rhodocyclaceae"
"758","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae",0.29,"NS","Turpin 2016","f_Rikenellaceae"
"759","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae",0.34,"NS","Turpin 2016","f_Ruminococcaceae"
