"","trait","h2_estimate","is_heritable","dataset"
"4702","3856408",0.231239097,"NS","Goodrich_2016"
"4703","3887769",0.019607598,"NS","Goodrich_2016"
"4704","3903651",0.211302038,"NS","Goodrich_2016"
"4705","3924627",0.216625013,"NS","Goodrich_2016"
"4706","3926480",0.160141292,"NS","Goodrich_2016"
"4707","3931537",0.05716837,"NS","Goodrich_2016"
"4708","3943182",0.160882213,"NS","Goodrich_2016"
"4709","3943186",0.068439847,"NS","Goodrich_2016"
"4710","3973322",0.215135334,"NS","Goodrich_2016"
"4711","4020502",0.10440705,"NS","Goodrich_2016"
"4712","403701",0.156166333,"NS","Goodrich_2016"
"4713","4094259",0.128360186,"NS","Goodrich_2016"
"4714","4103317",0.122021093,"NS","Goodrich_2016"
"4715","4153054",0.143436701,"NS","Goodrich_2016"
"4716","4202174",0.192418944,"NS","Goodrich_2016"
"4717","4212012",3.21e-13,"NS","Goodrich_2016"
"4718","4217963",0.114052108,"NS","Goodrich_2016"
"4719","4232045",0.024426014,"NS","Goodrich_2016"
"4720","4256470",0.057661417,"NS","Goodrich_2016"
"4721","4278525",0.042162783,"NS","Goodrich_2016"
"4722","4281639",0.106682722,"NS","Goodrich_2016"
"4723","4300690",0.102855165,"NS","Goodrich_2016"
"4724","4301511",0.067359531,"NS","Goodrich_2016"
"4725","4306262",0.065044898,"NS","Goodrich_2016"
"4726","4309301",0.129619724,"NS","Goodrich_2016"
"4727","4323124",0.038937159,"NS","Goodrich_2016"
"4728","4326080",8.57e-16,"NS","Goodrich_2016"
"4729","4331360",0.024016112,"NS","Goodrich_2016"
"4730","4331364",0.101765426,"NS","Goodrich_2016"
"4731","4331760",0.045469978,"NS","Goodrich_2016"
"4732","4331782",8.73e-12,"NS","Goodrich_2016"
"4733","4332082",0.028267865,"NS","Goodrich_2016"
"4734","4336943",1.59e-12,"NS","Goodrich_2016"
"4735","4340358",0.132460606,"heritable","Goodrich_2016"
"4736","4343627",0.125864133,"NS","Goodrich_2016"
"4737","4347159",0.263936248,"heritable","Goodrich_2016"
"4738","4349261",0.197051431,"NS","Goodrich_2016"
"4739","4354235",6.13e-12,"NS","Goodrich_2016"
"4740","4356080",0.017705787,"NS","Goodrich_2016"
"4741","4357811",1.08e-11,"NS","Goodrich_2016"
"4742","4364405",0.176442557,"NS","Goodrich_2016"
"4743","4365130",4.48e-13,"NS","Goodrich_2016"
"4744","4368216",0.038333771,"NS","Goodrich_2016"
"4745","4370941",0.220928118,"NS","Goodrich_2016"
"4746","4372382",0.089423243,"NS","Goodrich_2016"
"4747","4372528",0.354899606,"heritable","Goodrich_2016"
"4748","4372612",0.131170397,"NS","Goodrich_2016"
"4749","4374302",0.099357997,"NS","Goodrich_2016"
"4750","4375889",0.006474601,"NS","Goodrich_2016"
"4751","4377149",0.030085501,"NS","Goodrich_2016"
"4752","4381430",0.125820177,"NS","Goodrich_2016"
"4753","4381553",0.028482143,"NS","Goodrich_2016"
"4754","4383953",0.338655099,"heritable","Goodrich_2016"
"4755","4385326",0.119060019,"NS","Goodrich_2016"
"4756","4388775",0.086430157,"NS","Goodrich_2016"
"4757","4390319",0.008212031,"NS","Goodrich_2016"
"4758","4391262",1.27e-10,"NS","Goodrich_2016"
"4759","4393532",0.080900627,"NS","Goodrich_2016"
"4760","4395096",0.003476312,"NS","Goodrich_2016"
"4761","4396292",0.109348878,"NS","Goodrich_2016"
"4762","4396297",3.46e-13,"NS","Goodrich_2016"
"4763","4396688",0.070398959,"NS","Goodrich_2016"
"4764","4401580",0.06049098,"NS","Goodrich_2016"
"4765","4402903",0.267543836,"NS","Goodrich_2016"
"4766","4405104",0.118043321,"NS","Goodrich_2016"
"4767","4405146",5.91e-11,"NS","Goodrich_2016"
"4768","4408801",0.275190931,"NS","Goodrich_2016"
"4769","4409280",3.55e-14,"NS","Goodrich_2016"
"4770","4412540",0.268386077,"NS","Goodrich_2016"
"4771","4414476",0.040825887,"NS","Goodrich_2016"
"4772","44151",0.087743287,"NS","Goodrich_2016"
"4773","4419459",0.137460987,"NS","Goodrich_2016"
"4774","4420408",0.143145838,"NS","Goodrich_2016"
"4775","4424239",0.05180216,"NS","Goodrich_2016"
"4776","4425214",0.007579443,"NS","Goodrich_2016"
"4777","4425571",1.68e-11,"NS","Goodrich_2016"
"4778","4425663",0.018953526,"NS","Goodrich_2016"
"4779","4425669",0.064265224,"NS","Goodrich_2016"
"4780","4427290",0.095270032,"NS","Goodrich_2016"
"4781","4428676",0.164961826,"NS","Goodrich_2016"
"4782","4428714",0.159572753,"NS","Goodrich_2016"
"4783","4431545",0.122934568,"NS","Goodrich_2016"
"4784","4433823",0.07229824,"NS","Goodrich_2016"
"4785","4433947",0.136331522,"NS","Goodrich_2016"
"4786","4434334",0.397392665,"heritable","Goodrich_2016"
"4787","4435400",0.119943722,"NS","Goodrich_2016"
"4788","4435664",0.11167351,"NS","Goodrich_2016"
"4789","4436552",0.14214048,"NS","Goodrich_2016"
"4790","4437359",0.17586568,"NS","Goodrich_2016"
"4791","4437814",0.085628427,"NS","Goodrich_2016"
"4792","4439360",0.107630139,"NS","Goodrich_2016"
"4793","4439469",0.096393495,"NS","Goodrich_2016"
"4794","4439603",5.61e-14,"NS","Goodrich_2016"
"4795","4442130",0.156496588,"heritable","Goodrich_2016"
"4796","4443846",0.171925285,"NS","Goodrich_2016"
"4797","4447072",6.93e-15,"NS","Goodrich_2016"
"4798","4447950",2.77e-11,"NS","Goodrich_2016"
"4799","4448492",0.06409734,"NS","Goodrich_2016"
"4800","4449054",0.07159144,"NS","Goodrich_2016"
"4801","4449236",0.013029427,"NS","Goodrich_2016"
"4802","4449427",0.236721784,"NS","Goodrich_2016"
"4803","4450010",0.019564923,"NS","Goodrich_2016"
"4804","4450214",0.209958129,"NS","Goodrich_2016"
"4805","4451906",4.66e-14,"NS","Goodrich_2016"
"4806","4453304",0.175163085,"NS","Goodrich_2016"
"4807","4453501",0.210565155,"NS","Goodrich_2016"
"4808","4453609",0.050293743,"NS","Goodrich_2016"
"4809","4454531",3.69e-09,"NS","Goodrich_2016"
"4810","4457427",2.49e-12,"NS","Goodrich_2016"
"4811","4458576",0.121029039,"NS","Goodrich_2016"
"4812","4458959",8.48e-10,"NS","Goodrich_2016"
"4813","4460021",0.093782754,"NS","Goodrich_2016"
"4814","4464173",0.040512637,"NS","Goodrich_2016"
"4815","4465124",0.261252019,"heritable","Goodrich_2016"
"4816","4465907",0.171630577,"NS","Goodrich_2016"
"4817","4467447",0.041793513,"NS","Goodrich_2016"
"4818","4468234",7.15e-13,"NS","Goodrich_2016"
"4819","4468384",1.8e-13,"NS","Goodrich_2016"
"4820","4468466",0.339940922,"heritable","Goodrich_2016"
"4821","4469007",0.061307719,"NS","Goodrich_2016"
"4822","4469576",0.205587277,"NS","Goodrich_2016"
"4823","4470870",0.079463621,"NS","Goodrich_2016"
"4824","4472091",2.74e-15,"NS","Goodrich_2016"
"4825","4472130",2.85e-12,"NS","Goodrich_2016"
"4826","4472399",0.080932943,"NS","Goodrich_2016"
"4827","4472721",0.032355185,"NS","Goodrich_2016"
"4828","4473509",0.157220763,"NS","Goodrich_2016"
"4829","4476780",0.064692228,"NS","Goodrich_2016"
"4830","4477696",0.186738864,"NS","Goodrich_2016"
"4831","4477861",0.118238754,"NS","Goodrich_2016"
"4832","4481195",1.21e-12,"NS","Goodrich_2016"
"4833","4481613",0.166165945,"NS","Goodrich_2016"
"4834","4483337",0.138428799,"NS","Goodrich_2016"
"4835","4484075",0.097846288,"NS","Goodrich_2016"
"4836","48084",0.043373289,"NS","Goodrich_2016"
"4837","535955",0.13081477,"NS","Goodrich_2016"
"4838","538322",0.156729206,"NS","Goodrich_2016"
"4839","540055",0.32413468,"heritable","Goodrich_2016"
"4840","553080",0.291423793,"NS","Goodrich_2016"
"4841","555547",0.1953738,"NS","Goodrich_2016"
"4842","563572",7.44e-13,"NS","Goodrich_2016"
"4843","571642",0.234797679,"NS","Goodrich_2016"
"4844","577170",8.34e-12,"NS","Goodrich_2016"
"4845","578016",0.094209083,"NS","Goodrich_2016"
"4846","656881",0.077457056,"NS","Goodrich_2016"
"4847","661266",0.046830648,"NS","Goodrich_2016"
"4848","681370",0.207250814,"NS","Goodrich_2016"
"4849","688923",0.019796162,"NS","Goodrich_2016"
"4850","72820",0.264100503,"NS","Goodrich_2016"
"4851","772282",0.064500223,"NS","Goodrich_2016"
"4852","782953",1.3e-05,"NS","Goodrich_2016"
"4853","798581",0.050258638,"NS","Goodrich_2016"
"4854","819353",0.235708701,"NS","Goodrich_2016"
"4855","825808",0.166030922,"NS","Goodrich_2016"
"4856","836693",0.322247257,"NS","Goodrich_2016"
"4857","k__Archaea.p__Euryarchaeota",0.2770449,"NS","Goodrich_2016"
"4858","k__Archaea.p__Euryarchaeota.c__Methanobacteria",0.23655668,"NS","Goodrich_2016"
"4859","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales",0.23655668,"NS","Goodrich_2016"
"4860","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae",0.23655668,"NS","Goodrich_2016"
"4861","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter",0.212942245,"NS","Goodrich_2016"
"4862","k__Bacteria.p__Actinobacteria",0.261479756,"NS","Goodrich_2016"
"4863","k__Bacteria.p__Actinobacteria.c__Actinobacteria",0.307150115,"heritable","Goodrich_2016"
"4864","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales",0.167753676,"NS","Goodrich_2016"
"4865","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae",0.218548889,"NS","Goodrich_2016"
"4866","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces",0.203753169,"NS","Goodrich_2016"
"4867","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales",0.315555364,"heritable","Goodrich_2016"
"4868","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae",0.315555364,"heritable","Goodrich_2016"
"4869","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium",0.314372129,"heritable","Goodrich_2016"
"4870","k__Bacteria.p__Actinobacteria.c__Coriobacteriia",0.095547097,"NS","Goodrich_2016"
"4871","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales",0.095547097,"NS","Goodrich_2016"
"4872","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae",0.095547097,"NS","Goodrich_2016"
"4873","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__",0.160865541,"NS","Goodrich_2016"
"4874","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia",0.048727377,"NS","Goodrich_2016"
"4875","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella",0.173153642,"NS","Goodrich_2016"
"4876","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Eggerthella",0.075718294,"NS","Goodrich_2016"
"4877","k__Bacteria.p__Bacteroidetes",0.07755378,"NS","Goodrich_2016"
"4878","k__Bacteria.p__Bacteroidetes.c__Bacteroidia",0.077550931,"NS","Goodrich_2016"
"4879","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales",0.077550931,"NS","Goodrich_2016"
"4880","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__",0.043726083,"NS","Goodrich_2016"
"4881","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae.",0.086651749,"NS","Goodrich_2016"
"4882","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae..g__",0.086384845,"NS","Goodrich_2016"
"4883","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.g__",0.043726083,"NS","Goodrich_2016"
"4884","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae.",0.099824301,"NS","Goodrich_2016"
"4885","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas",0.111343194,"NS","Goodrich_2016"
"4886","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter",2.14e-12,"NS","Goodrich_2016"
"4887","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae.",3.2e-13,"NS","Goodrich_2016"
"4888","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__Paraprevotella",4.4e-12,"NS","Goodrich_2016"
"4889","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae",0.034349331,"NS","Goodrich_2016"
"4890","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides",0.034303071,"NS","Goodrich_2016"
"4891","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae",0.083548978,"NS","Goodrich_2016"
"4892","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides",0.086395001,"NS","Goodrich_2016"
"4893","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae",0.056438985,"NS","Goodrich_2016"
"4894","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella",0.056433634,"NS","Goodrich_2016"
"4895","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae",1.36e-13,"NS","Goodrich_2016"
"4896","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__",1.88e-13,"NS","Goodrich_2016"
"4897","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.Other",0.091563665,"NS","Goodrich_2016"
"4898","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.Other",5.57e-15,"NS","Goodrich_2016"
"4899","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.Other.Other",5.57e-15,"NS","Goodrich_2016"
"4900","k__Bacteria.p__Cyanobacteria",0.067937435,"NS","Goodrich_2016"
"4901","k__Bacteria.p__Cyanobacteria.c__4C0d.2",0.116787099,"NS","Goodrich_2016"
"4902","k__Bacteria.p__Cyanobacteria.c__4C0d.2.o__YS2",0.116787099,"NS","Goodrich_2016"
"4903","k__Bacteria.p__Cyanobacteria.c__4C0d.2.o__YS2.f__",0.116787099,"NS","Goodrich_2016"
"4904","k__Bacteria.p__Cyanobacteria.c__4C0d.2.o__YS2.f__.g__",0.116787099,"NS","Goodrich_2016"
"4905","k__Bacteria.p__Cyanobacteria.c__Chloroplast",0.072692217,"NS","Goodrich_2016"
"4906","k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta",0.069389943,"NS","Goodrich_2016"
"4907","k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__",0.069389943,"NS","Goodrich_2016"
"4908","k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__",0.069389943,"NS","Goodrich_2016"
"4909","k__Bacteria.p__Firmicutes",9.61e-15,"NS","Goodrich_2016"
"4910","k__Bacteria.p__Firmicutes.c__Bacilli",0.03226148,"NS","Goodrich_2016"
"4911","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales",7.36e-12,"NS","Goodrich_2016"
"4912","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae",0.042545322,"NS","Goodrich_2016"
"4913","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus",0.040106157,"NS","Goodrich_2016"
"4914","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae",6.24e-13,"NS","Goodrich_2016"
"4915","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus",3.4e-13,"NS","Goodrich_2016"
"4916","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.Other",0.068479455,"NS","Goodrich_2016"
"4917","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.Other.Other",0.068479455,"NS","Goodrich_2016"
"4918","k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales",0.394285926,"heritable","Goodrich_2016"
"4919","k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae",0.394285926,"heritable","Goodrich_2016"
"4920","k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter",0.394285926,"heritable","Goodrich_2016"
"4921","k__Bacteria.p__Firmicutes.c__Clostridia",0.02951159,"NS","Goodrich_2016"
"4922","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales",0.029460731,"NS","Goodrich_2016"
"4923","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__",0.016237745,"NS","Goodrich_2016"
"4924","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__",0.016237745,"NS","Goodrich_2016"
"4925","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae.",0.158845619,"NS","Goodrich_2016"
"4926","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__",0.16767445,"NS","Goodrich_2016"
"4927","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae",0.415497685,"heritable","Goodrich_2016"
"4928","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__",0.422955623,"heritable","Goodrich_2016"
"4929","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae",0.298202233,"heritable","Goodrich_2016"
"4930","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__",0.32186914,"heritable","Goodrich_2016"
"4931","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium",0.244645008,"NS","Goodrich_2016"
"4932","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53",0.243248256,"NS","Goodrich_2016"
"4933","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other",0.221455876,"NS","Goodrich_2016"
"4934","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae",0.308711403,"NS","Goodrich_2016"
"4935","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium",0.29416747,"NS","Goodrich_2016"
"4936","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae",0.088464991,"NS","Goodrich_2016"
"4937","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis",1.7e-11,"NS","Goodrich_2016"
"4938","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae",0.157143845,"NS","Goodrich_2016"
"4939","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__",0.07310779,"NS","Goodrich_2016"
"4940","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.",0.134977518,"NS","Goodrich_2016"
"4941","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes",0.046019553,"NS","Goodrich_2016"
"4942","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia",0.300725295,"NS","Goodrich_2016"
"4943","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus",0.089444001,"NS","Goodrich_2016"
"4944","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea",0.050641151,"NS","Goodrich_2016"
"4945","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnobacterium",0.032683599,"NS","Goodrich_2016"
"4946","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira",0.054954882,"NS","Goodrich_2016"
"4947","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia",0.173435651,"NS","Goodrich_2016"
"4948","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other",0.117385923,"NS","Goodrich_2016"
"4949","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae",0.215362956,"NS","Goodrich_2016"
"4950","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__",0.168972779,"NS","Goodrich_2016"
"4951","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae",0.32946193,"heritable","Goodrich_2016"
"4952","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__",0.326155277,"heritable","Goodrich_2016"
"4953","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae",0.190599348,"NS","Goodrich_2016"
"4954","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__",0.293049782,"NS","Goodrich_2016"
"4955","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus",0.122783594,"NS","Goodrich_2016"
"4956","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium",0.159042619,"NS","Goodrich_2016"
"4957","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira",0.192418523,"NS","Goodrich_2016"
"4958","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus",0.029632236,"NS","Goodrich_2016"
"4959","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other",0.141128005,"NS","Goodrich_2016"
"4960","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae",0.01199291,"NS","Goodrich_2016"
"4961","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister",0.135037299,"NS","Goodrich_2016"
"4962","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium",0.029562186,"NS","Goodrich_2016"
"4963","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella",0.097213971,"NS","Goodrich_2016"
"4964","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.Other",0.133035979,"NS","Goodrich_2016"
"4965","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.Other.Other",0.133035979,"NS","Goodrich_2016"
"4966","k__Bacteria.p__Firmicutes.c__Clostridia.Other",0.330299837,"NS","Goodrich_2016"
"4967","k__Bacteria.p__Firmicutes.c__Clostridia.Other.Other",0.330299837,"NS","Goodrich_2016"
"4968","k__Bacteria.p__Firmicutes.c__Clostridia.Other.Other.Other",0.330299837,"NS","Goodrich_2016"
"4969","k__Bacteria.p__Firmicutes.c__Erysipelotrichi",5.21e-13,"NS","Goodrich_2016"
"4970","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales",5.21e-13,"NS","Goodrich_2016"
"4971","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae",5.21e-13,"NS","Goodrich_2016"
"4972","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__",4.66e-13,"NS","Goodrich_2016"
"4973","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Eubacterium.",7.98e-12,"NS","Goodrich_2016"
"4974","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__cc_115",0.330311418,"heritable","Goodrich_2016"
"4975","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus",0.060279371,"NS","Goodrich_2016"
"4976","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania",0.050958753,"NS","Goodrich_2016"
"4977","k__Bacteria.p__Proteobacteria",0.023942509,"NS","Goodrich_2016"
"4978","k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria",0.096744114,"NS","Goodrich_2016"
"4979","k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32",0.043752249,"NS","Goodrich_2016"
"4980","k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__",0.043752249,"NS","Goodrich_2016"
"4981","k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__",0.043752249,"NS","Goodrich_2016"
"4982","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria",2.51e-11,"NS","Goodrich_2016"
"4983","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales",2.98e-13,"NS","Goodrich_2016"
"4984","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae",1.25e-11,"NS","Goodrich_2016"
"4985","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella",3.74e-12,"NS","Goodrich_2016"
"4986","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae",0.216010345,"NS","Goodrich_2016"
"4987","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Ralstonia",0.069114326,"NS","Goodrich_2016"
"4988","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria",0.190701986,"NS","Goodrich_2016"
"4989","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales",0.190736659,"NS","Goodrich_2016"
"4990","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae",0.190736659,"NS","Goodrich_2016"
"4991","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__",0.11664819,"NS","Goodrich_2016"
