"","trait","h2_estimate","is_heritable","dataset"
"1792","2120784",0.21759968,"NS","Goodrich_2014_Yatsunenko"
"1793","212341",0.386409337,"NS","Goodrich_2014_Yatsunenko"
"1794","212359",7.85e-45,"NS","Goodrich_2014_Yatsunenko"
"1795","2123717",9.89e-13,"NS","Goodrich_2014_TwinsUK"
"1796","2123719",2.18e-12,"NS","Goodrich_2014_Yatsunenko"
"1797","212532",0.257825702,"heritable","Goodrich_2014_TwinsUK"
"1798","212532",0.506863721,"NS","Goodrich_2014_Yatsunenko"
"1799","212686",5.93e-14,"NS","Goodrich_2014_Yatsunenko"
"1800","2128805",0.021647385,"NS","Goodrich_2014_Yatsunenko"
"1801","2128807",0.096406728,"NS","Goodrich_2014_Yatsunenko"
"1802","2137906",0.023363173,"NS","Goodrich_2014_TwinsUK"
"1803","213870",0.00173649,"NS","Goodrich_2014_Yatsunenko"
"1804","214031",0.439882225,"NS","Goodrich_2014_Yatsunenko"
"1805","214036",1.69e-14,"NS","Goodrich_2014_TwinsUK"
"1806","2148365",4.5e-14,"NS","Goodrich_2014_Yatsunenko"
"1807","215231",0.082391146,"NS","Goodrich_2014_TwinsUK"
"1808","215269",0.318409984,"NS","Goodrich_2014_Yatsunenko"
"1809","215468",0.376643581,"NS","Goodrich_2014_Yatsunenko"
"1810","215670",1.52e-14,"NS","Goodrich_2014_Yatsunenko"
"1811","216010",0.682033664,"NS","Goodrich_2014_Yatsunenko"
"1812","2160415",0,"NS","Goodrich_2014_Yatsunenko"
"1813","216599",1.2e-12,"NS","Goodrich_2014_TwinsUK"
"1814","216710",0.062213944,"NS","Goodrich_2014_TwinsUK"
"1815","2170536",0.084021526,"NS","Goodrich_2014_Yatsunenko"
"1816","217060",0.333919493,"NS","Goodrich_2014_Yatsunenko"
"1817","217109",0.198993303,"heritable","Goodrich_2014_TwinsUK"
"1818","217109",0.468086986,"NS","Goodrich_2014_Yatsunenko"
"1819","2183213",0.05917297,"NS","Goodrich_2014_Yatsunenko"
"1820","2185268",2.69e-12,"NS","Goodrich_2014_Yatsunenko"
"1821","218710",0.437749103,"NS","Goodrich_2014_Yatsunenko"
"1822","2200896",0.368542338,"NS","Goodrich_2014_Yatsunenko"
"1823","220679",5.06e-13,"NS","Goodrich_2014_Yatsunenko"
"1824","2210028",0,"NS","Goodrich_2014_TwinsUK"
"1825","221429",0.023502276,"NS","Goodrich_2014_Yatsunenko"
"1826","221784",0.405511196,"NS","Goodrich_2014_Yatsunenko"
"1827","2220496",0.208497156,"NS","Goodrich_2014_Yatsunenko"
"1828","2229500",0.252716471,"NS","Goodrich_2014_Yatsunenko"
"1829","223059",7.46e-15,"NS","Goodrich_2014_Yatsunenko"
"1830","22371",0.056231425,"NS","Goodrich_2014_Yatsunenko"
"1831","224155",0.393384318,"NS","Goodrich_2014_Yatsunenko"
"1832","2250985",0.106550046,"NS","Goodrich_2014_TwinsUK"
"1833","2254001",0.049722488,"NS","Goodrich_2014_Yatsunenko"
"1834","2256425",0.208099617,"NS","Goodrich_2014_TwinsUK"
"1835","2256425",0.086134275,"NS","Goodrich_2014_Yatsunenko"
"1836","2256432",1.38e-14,"NS","Goodrich_2014_Yatsunenko"
"1837","225919",0.228663434,"NS","Goodrich_2014_Yatsunenko"
"1838","2270605",0.517322141,"NS","Goodrich_2014_Yatsunenko"
"1839","2271953",1.07e-11,"NS","Goodrich_2014_Yatsunenko"
"1840","227565",0.09586416,"NS","Goodrich_2014_TwinsUK"
"1841","227565",0.41393825,"NS","Goodrich_2014_Yatsunenko"
"1842","227697",0.12970727,"NS","Goodrich_2014_Yatsunenko"
"1843","2280825",0.110417311,"NS","Goodrich_2014_Yatsunenko"
"1844","2281172",0.16519122,"NS","Goodrich_2014_Yatsunenko"
"1845","228199",1.28e-14,"NS","Goodrich_2014_Yatsunenko"
"1846","228601",0.09427398,"NS","Goodrich_2014_Yatsunenko"
"1847","22923",0.265303451,"NS","Goodrich_2014_Yatsunenko"
"1848","2298935",0.001283456,"NS","Goodrich_2014_TwinsUK"
"1849","229919",4.95e-28,"NS","Goodrich_2014_Yatsunenko"
"1850","230232",0.10448513,"NS","Goodrich_2014_TwinsUK"
"1851","230232",1.15e-14,"NS","Goodrich_2014_Yatsunenko"
"1852","230268",0.056499874,"NS","Goodrich_2014_Yatsunenko"
"1853","230421",0.055586669,"NS","Goodrich_2014_TwinsUK"
"1854","230421",3.35e-14,"NS","Goodrich_2014_Yatsunenko"
"1855","2304693",0.139964429,"NS","Goodrich_2014_Yatsunenko"
"1856","2307779",0.05090871,"heritable","Goodrich_2014_TwinsUK"
"1857","2307779",0.294375906,"NS","Goodrich_2014_Yatsunenko"
"1858","2313540",2.44e-13,"NS","Goodrich_2014_Yatsunenko"
"1859","231510",3e-14,"NS","Goodrich_2014_Yatsunenko"
"1860","2316624",0.291588265,"NS","Goodrich_2014_Yatsunenko"
"1861","2318497",0.052945405,"NS","Goodrich_2014_TwinsUK"
"1862","231952",0.076717637,"heritable","Goodrich_2014_TwinsUK"
"1863","231952",2.29e-15,"NS","Goodrich_2014_Yatsunenko"
"1864","232030",0.450053132,"NS","Goodrich_2014_Yatsunenko"
"1865","2325032",0.102249535,"NS","Goodrich_2014_Yatsunenko"
"1866","232828",0.000221535,"NS","Goodrich_2014_TwinsUK"
"1867","232828",0.456170608,"NS","Goodrich_2014_Yatsunenko"
"1868","232900",0,"NS","Goodrich_2014_TwinsUK"
"1869","2331530",2.02e-15,"NS","Goodrich_2014_Yatsunenko"
"1870","2338105",0.139998293,"NS","Goodrich_2014_Yatsunenko"
"1871","234488",3.03e-14,"NS","Goodrich_2014_Yatsunenko"
"1872","2354022",6.62e-13,"NS","Goodrich_2014_Yatsunenko"
"1873","2365690",0,"NS","Goodrich_2014_Yatsunenko"
"1874","237138",0,"NS","Goodrich_2014_Yatsunenko"
"1875","237444",0,"NS","Goodrich_2014_Turnbaugh"
"1876","237444",3.18e-17,"NS","Goodrich_2014_Yatsunenko"
"1877","237468",0.189941342,"heritable","Goodrich_2014_Yatsunenko"
"1878","2386814",0.048571277,"NS","Goodrich_2014_Turnbaugh"
"1879","2388088",9.23e-15,"NS","Goodrich_2014_Yatsunenko"
"1880","2391105",2.37e-12,"NS","Goodrich_2014_Yatsunenko"
"1881","239358",1.04e-14,"NS","Goodrich_2014_Yatsunenko"
"1882","2402366",4.1e-11,"NS","Goodrich_2014_Yatsunenko"
"1883","240271",0.178814702,"NS","Goodrich_2014_Yatsunenko"
"1884","2403301",0.186321745,"NS","Goodrich_2014_Yatsunenko"
"1885","2407149",0.105306543,"NS","Goodrich_2014_TwinsUK"
"1886","2407149",0,"NS","Goodrich_2014_Yatsunenko"
"1887","240992",0.190815007,"NS","Goodrich_2014_Yatsunenko"
"1888","2415144",3.61e-13,"NS","Goodrich_2014_TwinsUK"
"1889","2420187",0,"NS","Goodrich_2014_Yatsunenko"
"1890","2424737",0.458681748,"NS","Goodrich_2014_Yatsunenko"
"1891","2442706",0.00611927,"NS","Goodrich_2014_TwinsUK"
"1892","2442706",1.49e-14,"NS","Goodrich_2014_Yatsunenko"
"1893","2442708",0.238737689,"NS","Goodrich_2014_Yatsunenko"
"1894","2447244",1.15e-14,"NS","Goodrich_2014_Yatsunenko"
"1895","245625",0.137839415,"NS","Goodrich_2014_Yatsunenko"
"1896","246937",8.04e-14,"NS","Goodrich_2014_Yatsunenko"
"1897","248902",0.351555724,"NS","Goodrich_2014_Yatsunenko"
"1898","2498994",0.040403076,"NS","Goodrich_2014_Yatsunenko"
"1899","25005",0.417599656,"NS","Goodrich_2014_Yatsunenko"
"1900","2500766",1.34e-15,"NS","Goodrich_2014_Yatsunenko"
"1901","2506486",0.176834,"NS","Goodrich_2014_TwinsUK"
"1902","2506486",3.85e-26,"NS","Goodrich_2014_Yatsunenko"
"1903","251970",2.42e-15,"NS","Goodrich_2014_Yatsunenko"
"1904","252823",0.080138451,"NS","Goodrich_2014_Yatsunenko"
"1905","2532173",0.044213166,"NS","Goodrich_2014_TwinsUK"
"1906","2532173",2e-15,"NS","Goodrich_2014_Yatsunenko"
"1907","2532909",0.134713999,"NS","Goodrich_2014_Yatsunenko"
"1908","253380",1.56e-14,"NS","Goodrich_2014_Yatsunenko"
"1909","25461",1.21e-12,"NS","Goodrich_2014_Yatsunenko"
"1910","2549971",0.08360369,"NS","Goodrich_2014_Yatsunenko"
"1911","2550809",0.232712776,"NS","Goodrich_2014_Yatsunenko"
"1912","255359",0.027730874,"NS","Goodrich_2014_Yatsunenko"
"1913","2563561",3.06e-15,"NS","Goodrich_2014_Yatsunenko"
"1914","2565100",0.133325621,"NS","Goodrich_2014_TwinsUK"
"1915","25695",1.97e-13,"NS","Goodrich_2014_Yatsunenko"
"1916","2571975",0.44955364,"NS","Goodrich_2014_Yatsunenko"
"1917","2575651",0.511661092,"NS","Goodrich_2014_Turnbaugh"
"1918","258099",9e-12,"NS","Goodrich_2014_TwinsUK"
"1919","258099",0,"NS","Goodrich_2014_Yatsunenko"
"1920","259087",1.18e-14,"NS","Goodrich_2014_Yatsunenko"
"1921","2599028",0,"NS","Goodrich_2014_Yatsunenko"
"1922","259955",3.6e-15,"NS","Goodrich_2014_Yatsunenko"
"1923","2599837",8.43e-12,"NS","Goodrich_2014_Yatsunenko"
"1924","260058",0.04795563,"NS","Goodrich_2014_Yatsunenko"
"1925","260128",0.110626059,"NS","Goodrich_2014_Yatsunenko"
"1926","260414",0.110310669,"NS","Goodrich_2014_TwinsUK"
"1927","260703",7.77e-15,"NS","Goodrich_2014_Yatsunenko"
"1928","261016",6.01e-10,"NS","Goodrich_2014_Yatsunenko"
"1929","261277",0.029464707,"NS","Goodrich_2014_Yatsunenko"
"1930","2617854",5.66e-15,"NS","Goodrich_2014_TwinsUK"
"1931","2617854",0.420145544,"NS","Goodrich_2014_Yatsunenko"
"1932","261891",0.108942757,"NS","Goodrich_2014_Yatsunenko"
"1933","262668",4.23e-11,"NS","Goodrich_2014_Yatsunenko"
"1934","2631111",1.14e-25,"NS","Goodrich_2014_Yatsunenko"
"1935","263135",8.87e-13,"NS","Goodrich_2014_Yatsunenko"
"1936","263138",4.92e-12,"NS","Goodrich_2014_Yatsunenko"
"1937","263248",2.35e-13,"NS","Goodrich_2014_Yatsunenko"
"1938","263645",0.032050071,"NS","Goodrich_2014_Yatsunenko"
"1939","263789",0.007182655,"NS","Goodrich_2014_Yatsunenko"
"1940","263820",2.47e-14,"NS","Goodrich_2014_Yatsunenko"
"1941","263946",1.57e-15,"NS","Goodrich_2014_Yatsunenko"
"1942","264325",4.65e-15,"NS","Goodrich_2014_Yatsunenko"
"1943","264345",0.128611793,"NS","Goodrich_2014_Yatsunenko"
"1944","264552",1.06e-13,"NS","Goodrich_2014_Yatsunenko"
"1945","264684",0.225639767,"NS","Goodrich_2014_Yatsunenko"
"1946","264978",0.195185683,"NS","Goodrich_2014_Yatsunenko"
"1947","265074",0.462161906,"NS","Goodrich_2014_Yatsunenko"
"1948","2654263",2.16e-09,"NS","Goodrich_2014_Yatsunenko"
"1949","265563",0.042798765,"NS","Goodrich_2014_Yatsunenko"
"1950","2656868",1.38e-13,"NS","Goodrich_2014_Yatsunenko"
"1951","265708",4.31e-13,"NS","Goodrich_2014_Yatsunenko"
"1952","2658058",3.05e-14,"NS","Goodrich_2014_Yatsunenko"
"1953","265871",5.04e-15,"NS","Goodrich_2014_TwinsUK"
"1954","265871",0.087060167,"NS","Goodrich_2014_Yatsunenko"
"1955","266061",6.95e-11,"NS","Goodrich_2014_Yatsunenko"
"1956","266062",1.39e-14,"NS","Goodrich_2014_Yatsunenko"
"1957","266274",1.51e-15,"NS","Goodrich_2014_TwinsUK"
"1958","267042",3.66e-14,"NS","Goodrich_2014_Yatsunenko"
"1959","267626",2.65e-14,"NS","Goodrich_2014_Yatsunenko"
"1960","2676432",0.152816898,"NS","Goodrich_2014_Yatsunenko"
"1961","268425",1.47e-13,"NS","Goodrich_2014_Yatsunenko"
"1962","268542",0.113477455,"NS","Goodrich_2014_Yatsunenko"
"1963","2686369",0.348772054,"NS","Goodrich_2014_Yatsunenko"
"1964","2686590",4.85e-17,"NS","Goodrich_2014_Yatsunenko"
"1965","2688035",0.172499705,"NS","Goodrich_2014_TwinsUK"
"1966","2688035",0.281519944,"NS","Goodrich_2014_Yatsunenko"
"1967","269091",0.249667686,"NS","Goodrich_2014_Yatsunenko"
"1968","269327",1.78e-13,"NS","Goodrich_2014_Yatsunenko"
"1969","269360",0.490418029,"NS","Goodrich_2014_Yatsunenko"
"1970","269378",3.09e-14,"NS","Goodrich_2014_Yatsunenko"
"1971","269531",0.035751284,"NS","Goodrich_2014_Yatsunenko"
"1972","269532",3.69e-14,"NS","Goodrich_2014_Yatsunenko"
"1973","2696706",0.29271425,"NS","Goodrich_2014_Yatsunenko"
"1974","2700883",1.04e-12,"NS","Goodrich_2014_TwinsUK"
"1975","270094",0.016248584,"NS","Goodrich_2014_TwinsUK"
"1976","270094",1.5e-12,"NS","Goodrich_2014_Yatsunenko"
"1977","2704013",0.140240894,"NS","Goodrich_2014_Yatsunenko"
"1978","270676",0.019613635,"NS","Goodrich_2014_Yatsunenko"
"1979","271159",0.044542195,"NS","Goodrich_2014_TwinsUK"
"1980","271214",1.39e-11,"NS","Goodrich_2014_Yatsunenko"
"1981","271406",6.39e-14,"NS","Goodrich_2014_Yatsunenko"
"1982","272150",0.539206664,"heritable","Goodrich_2014_Yatsunenko"
"1983","2724175",0.233353848,"heritable","Goodrich_2014_TwinsUK"
"1984","272886",0.058827367,"NS","Goodrich_2014_Yatsunenko"
"1985","2730944",0.078673806,"NS","Goodrich_2014_Yatsunenko"
"1986","2731539",0.315524238,"NS","Goodrich_2014_Yatsunenko"
"1987","274095",0.140646039,"NS","Goodrich_2014_Yatsunenko"
"1988","2740950",0.054990562,"NS","Goodrich_2014_TwinsUK"
"1989","2740950",0.704086537,"heritable","Goodrich_2014_Yatsunenko"
"1990","274115",4.9e-12,"NS","Goodrich_2014_Yatsunenko"
"1991","274274",0.022155396,"NS","Goodrich_2014_Yatsunenko"
"1992","274406",0,"NS","Goodrich_2014_Yatsunenko"
"1993","274619",0.601714481,"NS","Goodrich_2014_Yatsunenko"
"1994","274815",3e-11,"NS","Goodrich_2014_Yatsunenko"
"1995","274828",0.134048585,"NS","Goodrich_2014_Yatsunenko"
"1996","274893",2.2e-15,"NS","Goodrich_2014_Yatsunenko"
"1997","275237",0.416270291,"NS","Goodrich_2014_Yatsunenko"
"1998","275824",2.57e-12,"NS","Goodrich_2014_Yatsunenko"
"1999","276643",2.91e-12,"NS","Goodrich_2014_Yatsunenko"
"2000","2771891",0,"NS","Goodrich_2014_Yatsunenko"
"2001","2774254",0.036312631,"NS","Goodrich_2014_Yatsunenko"
"2002","277813",0.266016276,"NS","Goodrich_2014_Yatsunenko"
"2003","277968",0.104274772,"NS","Goodrich_2014_Yatsunenko"
"2004","278059",0,"NS","Goodrich_2014_Yatsunenko"
"2005","278098",3.15e-12,"NS","Goodrich_2014_Yatsunenko"
"2006","278758",0.425481211,"NS","Goodrich_2014_Yatsunenko"
"2007","278928",0.054543353,"NS","Goodrich_2014_Yatsunenko"
"2008","2789595",5.5e-13,"NS","Goodrich_2014_Yatsunenko"
"2009","279026",2.46e-12,"NS","Goodrich_2014_Yatsunenko"
"2010","279235",0.317183907,"heritable","Goodrich_2014_Yatsunenko"
"2011","279431",0.213444972,"NS","Goodrich_2014_Yatsunenko"
"2012","2797559",0,"NS","Goodrich_2014_Yatsunenko"
"2013","28109",5.01e-12,"NS","Goodrich_2014_Yatsunenko"
"2014","2814830",1.84e-14,"NS","Goodrich_2014_Yatsunenko"
"2015","2816372",0.253982861,"NS","Goodrich_2014_Yatsunenko"
"2016","2829179",0.061425875,"NS","Goodrich_2014_Yatsunenko"
"2017","2831841",0.410302041,"NS","Goodrich_2014_Yatsunenko"
"2018","2835813",0.230015696,"heritable","Goodrich_2014_TwinsUK"
"2019","2835813",0.23411429,"NS","Goodrich_2014_Yatsunenko"
"2020","2836610",0.163942384,"NS","Goodrich_2014_Yatsunenko"
"2021","284014",0.241758027,"NS","Goodrich_2014_Yatsunenko"
"2022","2840201",0.023958003,"NS","Goodrich_2014_TwinsUK"
"2023","2840201",1.73e-14,"NS","Goodrich_2014_Yatsunenko"
"2024","2855173",0.221634986,"heritable","Goodrich_2014_Yatsunenko"
"2025","2859978",4.64e-13,"NS","Goodrich_2014_Yatsunenko"
"2026","2868079",6.74e-18,"NS","Goodrich_2014_Yatsunenko"
"2027","28702",3.95e-16,"NS","Goodrich_2014_Yatsunenko"
"2028","2874602",7.63e-14,"NS","Goodrich_2014_Turnbaugh"
"2029","287539",4.77e-15,"NS","Goodrich_2014_Yatsunenko"
"2030","2875735",9.37e-12,"NS","Goodrich_2014_TwinsUK"
"2031","287580",3.21e-12,"NS","Goodrich_2014_Yatsunenko"
"2032","287608",4.03e-16,"NS","Goodrich_2014_Yatsunenko"
"2033","287645",0.076282065,"NS","Goodrich_2014_Yatsunenko"
"2034","287790",0.286319538,"heritable","Goodrich_2014_TwinsUK"
"2035","287813",9.66e-14,"NS","Goodrich_2014_Yatsunenko"
"2036","287823",0.04891754,"NS","Goodrich_2014_Yatsunenko"
"2037","287826",1.95e-15,"NS","Goodrich_2014_Yatsunenko"
"2038","287907",0.151935055,"NS","Goodrich_2014_Yatsunenko"
"2039","288442",0.391266506,"NS","Goodrich_2014_Yatsunenko"
"2040","288613",0.187925896,"NS","Goodrich_2014_Yatsunenko"
"2041","288651",0.130698463,"NS","Goodrich_2014_TwinsUK"
"2042","288651",5.88e-11,"NS","Goodrich_2014_Yatsunenko"
"2043","288682",0.082514009,"NS","Goodrich_2014_Yatsunenko"
"2044","288810",3.18e-26,"NS","Goodrich_2014_TwinsUK"
"2045","288930",0.209980145,"NS","Goodrich_2014_Yatsunenko"
"2046","288941",0.234238312,"NS","Goodrich_2014_Yatsunenko"
"2047","288955",0.354971714,"NS","Goodrich_2014_Yatsunenko"
"2048","289074",0.081740097,"NS","Goodrich_2014_Yatsunenko"
"2049","28914",1.47e-12,"NS","Goodrich_2014_TwinsUK"
"2050","289175",0.276823935,"NS","Goodrich_2014_Yatsunenko"
"2051","289183",1.48e-12,"NS","Goodrich_2014_Yatsunenko"
"2052","289622",0.470275054,"NS","Goodrich_2014_Yatsunenko"
"2053","289658",0.181065623,"NS","Goodrich_2014_Yatsunenko"
"2054","289709",0.213975805,"NS","Goodrich_2014_Yatsunenko"
"2055","289730",3.59e-13,"NS","Goodrich_2014_Yatsunenko"
"2056","289734",0.295919941,"NS","Goodrich_2014_TwinsUK"
"2057","289927",0.098511584,"NS","Goodrich_2014_Yatsunenko"
"2058","290018",1.4e-12,"NS","Goodrich_2014_Yatsunenko"
"2059","2901239",0.064844952,"NS","Goodrich_2014_Yatsunenko"
"2060","2902741",2.21e-13,"NS","Goodrich_2014_Yatsunenko"
"2061","290281",6.44e-12,"NS","Goodrich_2014_Yatsunenko"
"2062","290322",0.531244335,"heritable","Goodrich_2014_Yatsunenko"
"2063","290468",6.49e-13,"NS","Goodrich_2014_Yatsunenko"
"2064","290548",0.189188905,"NS","Goodrich_2014_Yatsunenko"
"2065","290607",0.209858925,"NS","Goodrich_2014_Yatsunenko"
"2066","290696",2.04e-14,"NS","Goodrich_2014_Yatsunenko"
"2067","290983",2.2e-14,"NS","Goodrich_2014_Yatsunenko"
"2068","291147",6.65e-15,"NS","Goodrich_2014_Yatsunenko"
"2069","291266",0.319254264,"NS","Goodrich_2014_Yatsunenko"
"2070","291267",0,"NS","Goodrich_2014_Yatsunenko"
"2071","291387",0.159225872,"NS","Goodrich_2014_Yatsunenko"
"2072","291475",0.176175826,"NS","Goodrich_2014_Yatsunenko"
"2073","2915091",0.343796406,"NS","Goodrich_2014_Yatsunenko"
"2074","291591",9.76e-14,"NS","Goodrich_2014_Yatsunenko"
"2075","291644",1.12e-13,"NS","Goodrich_2014_Yatsunenko"
"2076","291648",2.11e-14,"NS","Goodrich_2014_Yatsunenko"
"2077","291709",1.78e-11,"NS","Goodrich_2014_Yatsunenko"
"2078","291784",2.36e-14,"NS","Goodrich_2014_Yatsunenko"
"2079","291794",4.03e-13,"NS","Goodrich_2014_Yatsunenko"
"2080","291950",1.34e-13,"NS","Goodrich_2014_Yatsunenko"
"2081","2920309",0.036796893,"NS","Goodrich_2014_TwinsUK"
"2082","292041",8.8e-14,"NS","Goodrich_2014_Yatsunenko"
"2083","292216",0.285136005,"NS","Goodrich_2014_Yatsunenko"
"2084","292285",1.76e-14,"NS","Goodrich_2014_Yatsunenko"
"2085","292289",0.273241318,"NS","Goodrich_2014_Yatsunenko"
"2086","292294",9.32e-16,"NS","Goodrich_2014_Yatsunenko"
"2087","292310",7.98e-11,"NS","Goodrich_2014_Yatsunenko"
"2088","292387",1.19e-13,"NS","Goodrich_2014_Yatsunenko"
"2089","292399",0.391339879,"NS","Goodrich_2014_Yatsunenko"
"2090","292456",0.212847847,"NS","Goodrich_2014_Yatsunenko"
"2091","292521",2.53e-12,"NS","Goodrich_2014_Yatsunenko"
"2092","292633",0.186495801,"NS","Goodrich_2014_Yatsunenko"
"2093","292735",0.037899492,"NS","Goodrich_2014_TwinsUK"
"2094","292745",0.205030524,"NS","Goodrich_2014_Yatsunenko"
"2095","292753",0,"NS","Goodrich_2014_Yatsunenko"
"2096","292758",0.29736843,"heritable","Goodrich_2014_TwinsUK"
"2097","292892",0.047284536,"NS","Goodrich_2014_Yatsunenko"
"2098","292941",2.17e-17,"NS","Goodrich_2014_Yatsunenko"
"2099","293104",0.156956333,"NS","Goodrich_2014_Yatsunenko"
"2100","2932151",1.03e-12,"NS","Goodrich_2014_Yatsunenko"
"2101","293232",2.9e-13,"NS","Goodrich_2014_Yatsunenko"
"2102","293508",0.019316934,"NS","Goodrich_2014_Yatsunenko"
"2103","293511",0.345448936,"NS","Goodrich_2014_Yatsunenko"
"2104","293516",0.128623141,"NS","Goodrich_2014_Yatsunenko"
"2105","293600",0.220244732,"NS","Goodrich_2014_Yatsunenko"
"2106","293665",0.405235677,"NS","Goodrich_2014_Yatsunenko"
"2107","293727",0.352861264,"NS","Goodrich_2014_Yatsunenko"
"2108","293975",0.353866069,"NS","Goodrich_2014_Yatsunenko"
"2109","293990",2.45e-26,"NS","Goodrich_2014_Yatsunenko"
"2110","294022",0.252557155,"NS","Goodrich_2014_Yatsunenko"
"2111","294353",0.124760564,"NS","Goodrich_2014_Yatsunenko"
"2112","2943548",0.241421854,"NS","Goodrich_2014_TwinsUK"
"2113","2943553",6.22e-12,"NS","Goodrich_2014_Yatsunenko"
"2114","294363",0.58894302,"heritable","Goodrich_2014_Yatsunenko"
"2115","294370",0.025552119,"NS","Goodrich_2014_Yatsunenko"
"2116","294440",0.489254133,"NS","Goodrich_2014_Yatsunenko"
"2117","294606",1.17e-13,"NS","Goodrich_2014_Yatsunenko"
"2118","294708",8.15e-14,"NS","Goodrich_2014_Yatsunenko"
"2119","294710",0,"NS","Goodrich_2014_Yatsunenko"
"2120","294885",0.3690291,"NS","Goodrich_2014_Yatsunenko"
"2121","294922",0.151303112,"NS","Goodrich_2014_Yatsunenko"
"2122","295053",0.215908351,"NS","Goodrich_2014_Yatsunenko"
"2123","295075",3.73e-13,"NS","Goodrich_2014_Yatsunenko"
"2124","295085",1.07e-13,"NS","Goodrich_2014_Yatsunenko"
"2125","2951214",2.41e-16,"NS","Goodrich_2014_Yatsunenko"
"2126","2951780",3.07e-15,"NS","Goodrich_2014_Yatsunenko"
"2127","295250",0.025091845,"NS","Goodrich_2014_Yatsunenko"
"2128","295258",0.159624963,"NS","Goodrich_2014_TwinsUK"
"2129","295258",4.51e-26,"NS","Goodrich_2014_Yatsunenko"
"2130","295361",0.221647372,"NS","Goodrich_2014_Yatsunenko"
"2131","2953981",0.34478055,"heritable","Goodrich_2014_Yatsunenko"
"2132","295417",0.262440834,"NS","Goodrich_2014_Yatsunenko"
"2133","295485",2.42e-12,"NS","Goodrich_2014_TwinsUK"
"2134","295485",2.86e-12,"NS","Goodrich_2014_Yatsunenko"
"2135","295556",0.030446842,"NS","Goodrich_2014_Yatsunenko"
"2136","295667",9.68e-15,"NS","Goodrich_2014_Yatsunenko"
"2137","295737",0.317633919,"NS","Goodrich_2014_Yatsunenko"
"2138","2957436",3.03e-08,"NS","Goodrich_2014_Yatsunenko"
"2139","295861",2.24e-15,"NS","Goodrich_2014_Yatsunenko"
"2140","296062",0.204772192,"NS","Goodrich_2014_Yatsunenko"
"2141","296099",2e-14,"NS","Goodrich_2014_Yatsunenko"
"2142","296134",0.431916025,"NS","Goodrich_2014_Yatsunenko"
"2143","296137",4.6e-08,"NS","Goodrich_2014_Yatsunenko"
"2144","296187",2.01e-14,"NS","Goodrich_2014_Yatsunenko"
"2145","296298",0.22590576,"NS","Goodrich_2014_Yatsunenko"
"2146","296330",1.13e-12,"NS","Goodrich_2014_Yatsunenko"
"2147","296420",2.74e-11,"NS","Goodrich_2014_Yatsunenko"
"2148","296441",0.242192665,"NS","Goodrich_2014_Yatsunenko"
"2149","296470",3.44e-14,"NS","Goodrich_2014_Yatsunenko"
"2150","2965639",6.05e-15,"NS","Goodrich_2014_Yatsunenko"
"2151","296607",0.449887887,"NS","Goodrich_2014_Yatsunenko"
"2152","296872",0,"NS","Goodrich_2014_Yatsunenko"
"2153","297057",0,"NS","Goodrich_2014_Yatsunenko"
"2154","297111",0.584949813,"heritable","Goodrich_2014_Yatsunenko"
"2155","297149",0.418933869,"NS","Goodrich_2014_Yatsunenko"
"2156","297182",0.422429686,"NS","Goodrich_2014_Yatsunenko"
"2157","297385",4.32e-12,"NS","Goodrich_2014_Yatsunenko"
"2158","297574",0,"NS","Goodrich_2014_Yatsunenko"
"2159","297577",6.38e-13,"NS","Goodrich_2014_Yatsunenko"
"2160","297635",0.35768083,"NS","Goodrich_2014_Yatsunenko"
"2161","297641",0.242077911,"heritable","Goodrich_2014_Yatsunenko"
"2162","297643",0.314123612,"NS","Goodrich_2014_Yatsunenko"
"2163","297770",0.417623359,"NS","Goodrich_2014_Yatsunenko"
"2164","297771",0.2112619,"NS","Goodrich_2014_Yatsunenko"
"2165","2978043",4e-15,"NS","Goodrich_2014_Yatsunenko"
"2166","2978122",0.434146087,"heritable","Goodrich_2014_Yatsunenko"
"2167","297856",1.54e-12,"NS","Goodrich_2014_Yatsunenko"
"2168","297917",0.250169272,"NS","Goodrich_2014_Yatsunenko"
