"","baboon_id","age_in_years","social_groups","hydrological_years","grooming_partner_diversity","grooming_partner_richness"
"1360","b_1228",6,"1.21","2001-2002",2.48154422903515,19
"1361","b_1228",7,"1.21","2002-2003",2.34177063629849,17
"1362","b_1228",8,"1.21","2003-2004",2.61119358632128,21
"1363","b_1228",9,"1.21","2004",2.10543871788832,17
"1364","b_614",5,"1.21","2008",2.76748828703386,27
"1365","b_634",10,"1.21","2001-2002",2.18934947002314,16
"1366","b_634",11,"1.21","2002-2003",1.78412578432171,13
"1367","b_634",12,"1.21","2003-2004",2.53917461973264,21
"1368","b_634",13,"1.21","2004-2005",2.45306278368177,25
"1369","b_634",14,"1.21","2005-2006",2.46042554767486,24
"1370","b_634",15,"1.21","2006-2007",2.2392309375593,16
"1371","b_634",16,"1.21","2007-2008",2.21678850154352,22
"1372","b_634",17,"1.21","2008",1.61723387694908,7
"1373","b_634",5,"1.2","1996-1997",2.11835111232301,21
"1374","b_634",6,"1.2","1997-1998",2.246769545497,22
"1375","b_634",7,"1.2","1998",2.44184716920775,23
"1376","b_634",8,"1.2-1.21","1999-2000",2.16333686479552,13
"1377","b_634",9,"1.21","2000-2001",2.13068736028576,17
"1378","b_1224",10,"1.2","1992-1993",2.24608488838011,12
"1379","b_1224",11,"1.2","1993-1994",2.08946699387919,12
"1380","b_1224",12,"1.2","1994-1995",2.13068955825797,12
"1381","b_1224",13,"1.2","1995-1996",1.52748779471314,8
"1382","b_1224",14,"1.2","1996-1997",2.51531392629902,25
"1383","b_1224",15,"1.2","1997-1998",2.30308143631,24
"1384","b_1224",16,"1.21-1.2","1998-1999",2.34413787993479,22
"1385","b_1224",17,"1.21","1999-2000",2.21861190489716,17
"1386","b_1224",18,"1.21","2000-2001",2.12689175513099,17
"1387","b_1224",19,"1.21","2001-2002",2.31859113544535,18
"1388","b_1224",20,"1.21","2002-2003",2.36880322843957,17
"1389","b_1224",21,"1.21","2003-2004",2.33558244320352,17
"1390","b_1224",22,"1.21","2004-2005",1.99861977931665,12
"1391","b_1224",5,"1","1987-1988",2.80362606123379,35
"1392","b_1224",6,"1","1988-1989",3.03934453776098,34
"1393","b_1224",7,"1-1.2","1989-1990",2.97779009091089,28
"1394","b_1224",8,"1.2","1990-1991",1.67698777432242,6
"1395","b_1224",9,"1.2","1991-1992",1.96009513512456,8
"1396","b_621",5,"1.21","2005",2.78089207366119,27
"1397","b_621",6,"1.21","2005-2006",2.89310796346194,23
"1398","b_621",7,"1.21","2006-2007",2.49828700738676,23
"1399","b_621",8,"1.21","2007-2008",2.77669539247467,28
"1400","b_621",9,"1.21","2008-2009",2.29819870059469,13
"1401","b_1223",10,"1.211","2015-2016",2.85610074136267,24
"1402","b_1223",11,"1.211","2016-2017",3.05603146814721,28
"1403","b_1223",12,"1.211","2017-2018",2.72998890629658,22
"1404","b_1223",13,"1.211","2018-2019",3.12951922968454,29
"1405","b_1223",14,"1.211","2019-2020",1.88401209885345,12
"1406","b_1223",5,"1.21","2010-2011",2.49245574308125,16
"1407","b_1223",6,"1.211","2012",2.19765355941704,11
"1408","b_1223",7,"1.211","2012-2013",2.58428631154342,29
"1409","b_1223",8,"1.211","2013-2014",2.9015437373945,29
"1410","b_1223",9,"1.211","2014-2015",2.83956238104071,23
"1411","b_639",10,"1.21","2008-2009",2.42791045398905,25
"1412","b_639",11,"1.21","2009",1.73689176656555,10
"1413","b_639",5,"1.21","2003-2004",2.28701733708797,18
"1414","b_639",6,"1.21","2004-2005",2.44769830312184,23
"1415","b_639",7,"1.21","2005-2006",2.64805730878406,23
"1416","b_639",8,"1.21","2006-2007",2.63900796061173,22
"1417","b_639",9,"1.21","2007-2008",2.16219655544332,20
"1418","b_620",5,"1.21","2003-2004",2.55407338811998,22
"1419","b_620",6,"1.21","2004-2005",2.87029998429406,24
"1420","b_620",7,"1.21","2005-2006",2.45331639634587,21
"1421","b_620",8,"1.21","2006-2007",2.2863557605476,19
"1422","b_620",9,"1.21","2007",2.06851349735954,9
"1423","b_619",10,"1.21","2001-2002",2.25788982620288,15
"1424","b_619",11,"1.21","2002-2003",2.39645783661126,18
"1425","b_619",12,"1.21","2003-2004",2.44734631838927,20
"1426","b_619",13,"1.21","2004",1.91608765101347,13
"1427","b_619",5,"1.2","1996-1997",2.52617934253883,21
"1428","b_619",6,"1.2","1997-1998",2.78821605243981,27
"1429","b_619",7,"1.2","1998",2.78086650334678,27
"1430","b_619",8,"1.21-1.2","1999-2000",2.33228751349429,15
"1431","b_619",9,"1.21","2000-2001",2.46289669842045,18
"1432","b_628",10,"1.21","2008-2009",2.76027561274882,24
"1433","b_628",11,"1.21","2009-2010",2.43104650753493,18
"1434","b_628",12,"1.21","2010",2.28395842068244,14
"1435","b_628",5,"1.21","2003-2004",2.51520387806213,22
"1436","b_628",6,"1.21","2004-2005",2.9025872107872,28
"1437","b_628",7,"1.21","2005-2006",2.47522226686114,22
"1438","b_628",8,"1.21","2006-2007",2.47973187701924,18
"1439","b_628",9,"1.21","2007-2008",2.62465009270825,25
"1440","b_558",10,"2.2","2009-2010",2.2857084063191,24
"1441","b_558",11,"2.2","2010-2011",2.64711784927892,31
"1442","b_558",12,"2.2-2.21","2011-2012",2.19479399355256,17
"1443","b_558",13,"2.21","2012",0.735621939758795,3
"1444","b_558",5,"2.2","2004-2005",2.6707967906889,20
"1445","b_558",6,"2.2","2005-2006",2.46903518640872,22
"1446","b_558",7,"2.2","2006-2007",2.63923302707154,22
"1447","b_558",8,"2.2","2007-2008",2.06915357250279,16
"1448","b_558",9,"2.2","2008-2009",1.91447110819892,12
"1449","b_557",10,"2.2","2007-2008",2.42093107873134,16
"1450","b_557",11,"2.2","2008-2009",2.54933734572689,29
"1451","b_557",12,"2.2","2009-2010",2.39064492360982,22
"1452","b_557",13,"2.2","2010-2011",2.21543719134276,20
"1453","b_557",14,"2.21-2.2-2.22","2011-2012",2.17158834142986,18
"1454","b_557",5,"2.2","2002-2003",2.99379141674284,37
"1455","b_557",6,"2.2","2003-2004",3.2499521410966,33
"1456","b_557",7,"2.2","2004-2005",2.29430037562659,20
"1457","b_557",8,"2.2","2005-2006",2.75512728431262,29
"1458","b_557",9,"2.2","2006-2007",2.11812611366129,18
"1459","b_559",5,"2.2","2006-2007",2.79600489376455,24
"1460","b_559",6,"2.2","2007-2008",2.88279370750045,29
"1461","b_559",7,"2.2","2008",1.71997758501356,9
"1462","b_591",5,"2.2-2.21-2.22","2011-2012",2.94000266351408,24
"1463","b_591",6,"2.21","2012",0.796311640173813,3
"1464","b_556",10,"2.2","2006-2007",2.52462727815001,20
"1465","b_556",11,"2.2","2007-2008",2.69768529431654,28
"1466","b_556",12,"2.2","2008-2009",2.30294659110758,17
"1467","b_556",13,"2.2","2009-2010",2.44131361922379,25
"1468","b_556",14,"2.2","2010-2011",2.31992522950383,22
"1469","b_556",15,"2.21-2.2","2011-2012",2.01690889696717,16
"1470","b_556",16,"2.21","2012",0.682908104700472,2
"1471","b_556",5,"2.2","2001-2002",2.96037597721738,33
"1472","b_556",6,"2.2","2002-2003",3.30431462082943,37
"1473","b_556",7,"2.2","2003-2004",2.66245342943681,30
"1474","b_556",8,"2.2","2004-2005",2.79819316181413,29
"1475","b_556",9,"2.2","2005-2006",2.97261432888454,33
"1476","b_1573",10,"2","1991-1992",2.90845495195664,30
"1477","b_1573",11,"2","1992-1993",2.72246640246349,29
"1478","b_1573",12,"2","1993-1994",2.526325313267,20
"1479","b_1573",13,"2-2.2","1994-1995",2.80163587444084,35
"1480","b_1573",14,"2.2","1995-1996",2.47438613133379,22
"1481","b_1573",15,"2.2","1996-1997",2.34024812245677,24
"1482","b_1573",16,"2.2","1997-1998",2.31095254889759,23
"1483","b_1573",17,"2.2","1998-1999",2.3622932827686,23
"1484","b_1573",18,"2.2","1999-2000",2.02788044787718,21
"1485","b_1573",19,"2.2","2000-2001",1.95983797019396,18
"1486","b_1573",20,"2.2","2001-2002",1.82442613227194,12
"1487","b_1573",21,"2.2","2002-2003",2.31604166018566,23
"1488","b_1573",22,"2.2","2003",2.44672407337891,26
"1489","b_1573",23,"2.2","2004",1.91772960511309,12
"1490","b_1573",5,"2","1986-1987",2.84237773315784,33
"1491","b_1573",6,"2","1987-1988",3.26577224145233,36
"1492","b_1573",7,"2","1988-1989",2.61186433694673,27
"1493","b_1573",8,"2","1989-1990",3.05175690089098,38
"1494","b_1573",9,"2","1990-1991",2.84300623270489,24
"1495","b_359",10,"1.22","2010-2011",2.67307155157073,26
"1496","b_359",11,"1.22","2011-2012",2.24329534859934,26
"1497","b_359",12,"1.22","2012-2013",1.81660491782407,19
"1498","b_359",13,"1.22-1.222-1.221","2013-2014",2.44553900983955,31
"1499","b_359",14,"1.222","2014-2015",2.24330362367986,21
"1500","b_359",15,"1.222","2015-2016",2.3960497533139,28
"1501","b_359",16,"1.222","2016-2017",1.92881443463119,21
"1502","b_359",17,"1.2222-1.2221-1.222","2017-2018",2.65815286214671,31
"1503","b_359",18,"1.2221","2018-2019",2.50387664288857,21
"1504","b_359",19,"1.2221","2019-2020",2.37221825054589,16
"1505","b_359",5,"1.22","2005-2006",2.80952514616558,29
"1506","b_359",6,"1.22","2006-2007",2.77173750479323,21
"1507","b_359",7,"1.22","2007-2008",2.74293838534756,29
"1508","b_359",8,"1.22","2008-2009",2.79129792269458,30
"1509","b_359",9,"1.22","2009-2010",3.0823885256522,37
"1510","b_166",10,"1.2221","2019-2020",2.28983987358755,15
"1511","b_166",5,"1.222","2014-2015",2.82830697875457,33
"1512","b_166",6,"1.222","2015-2016",2.65407577247688,24
"1513","b_166",7,"1.222","2016-2017",3.31118495818891,37
"1514","b_166",8,"1.2221-1.222","2017-2018",3.10714762010264,36
"1515","b_166",9,"1.2221","2018-2019",2.46146144978255,22
"1516","b_265",10,"1.221","2019",2.5428386856239,20
"1517","b_265",5,"1.221","2014-2015",3.12208340089422,35
"1518","b_265",6,"1.221","2015-2016",3.0425934413158,31
"1519","b_265",7,"1.221","2016-2017",2.62897147157571,28
"1520","b_265",8,"1.221","2017-2018",2.76430328182985,30
"1521","b_265",9,"1.221","2018-2019",2.96030336055557,33
"1522","b_364",10,"1.22","2010-2011",2.43172641969811,27
"1523","b_364",11,"1.22","2011-2012",2.1923263930939,20
"1524","b_364",12,"1.22","2012-2013",2.26326526388668,20
"1525","b_364",13,"1.22-1.222-1.221","2013-2014",2.42914673845804,30
"1526","b_364",14,"1.222","2014-2015",2.25253221967629,20
"1527","b_364",15,"1.222","2015-2016",2.39432912582658,25
"1528","b_364",16,"1.222","2016-2017",2.56373538362354,26
"1529","b_364",17,"1.222-1.2221-1.2222","2017-2018",2.56058825118645,30
"1530","b_364",18,"1.2221","2018-2019",2.54474349109915,22
"1531","b_364",19,"1.2221","2019",1.56071040904141,5
"1532","b_364",5,"1.22","2005-2006",2.41770340541909,26
"1533","b_364",6,"1.22","2006-2007",2.74236322842308,22
"1534","b_364",7,"1.22","2007-2008",2.98708345904483,31
"1535","b_364",8,"1.22","2008-2009",2.70663143793955,23
"1536","b_364",9,"1.22","2009-2010",1.97203626962535,17
"1537","b_773",5,"1.22","2012-2013",2.69424563488592,30
"1538","b_773",6,"1.22-1.221","2013-2014",3.28364243297906,36
"1539","b_773",7,"1.221","2014-2015",2.93697372294873,33
"1540","b_773",8,"1.221","2015-2016",2.62790145512946,30
"1541","b_773",9,"1.221","2016-2017",2.36535048721978,25
"1542","b_287",10,"1.2221","2019-2020",2.80934670207909,24
"1543","b_287",5,"1.222","2014-2015",2.88837061791108,32
"1544","b_287",6,"1.222","2015-2016",3.11185318624904,34
"1545","b_287",7,"1.222","2016-2017",2.62144791769656,27
"1546","b_287",8,"1.2221-1.222","2017-2018",3.04628682520582,37
"1547","b_287",9,"1.2221","2018-2019",2.5775568328165,30
"1548","b_784",10,"1.2221","2017-2018",2.53406241691221,16
"1549","b_784",5,"1.22","2012-2013",3.13038654241416,38
"1550","b_784",6,"1.222-1.22","2013-2014",2.8950672101109,27
"1551","b_784",7,"1.222","2014-2015",3.28092880396457,37
"1552","b_784",8,"1.222","2015-2016",2.50251435278053,29
"1553","b_784",9,"1.222-1.2221","2016-2017",2.92198382233958,33
"1554","b_414",10,"1.221","2015",1.92181866998151,10
"1555","b_414",5,"1.22","2010-2011",2.5885065571532,30
"1556","b_414",6,"1.22","2011-2012",3.1156738100595,41
"1557","b_414",7,"1.22","2012-2013",1.76817406494871,19
"1558","b_414",8,"1.22-1.221","2013-2014",2.19432557166792,28
"1559","b_414",9,"1.221","2014-2015",2.27126676575358,26
"1560","b_143",10,"1.2221","2019-2020",2.49489804244888,18
"1561","b_143",5,"1.222","2014-2015",2.89240203800156,37
"1562","b_143",6,"1.222","2015-2016",3.10093689641393,38
"1563","b_143",7,"1.222-1.2221","2016-2017",2.69358717029119,30
"1564","b_143",8,"1.2221-1.222","2017-2018",3.22656970886891,38
"1565","b_143",9,"1.2221","2018-2019",2.80715711267555,29
"1566","b_360",10,"1.22","2011-2012",2.48218423497799,31
"1567","b_360",11,"1.22","2012-2013",2.67018513997661,33
"1568","b_360",12,"1.222-1.22-1.221","2013-2014",2.60425509598352,26
"1569","b_360",13,"1.222","2014-2015",2.30170506344081,23
"1570","b_360",14,"1.222","2015-2016",2.93371787121879,31
"1571","b_360",15,"1.222","2016-2017",2.73944841611691,29
"1572","b_360",16,"1.2221-1.222","2017-2018",2.80721369624752,32
"1573","b_360",17,"1.2221","2018-2019",2.60688785044895,22
"1574","b_360",18,"1.2221","2019-2020",2.79033528277139,20
"1575","b_360",5,"1.22","2006-2007",2.39489940520694,22
"1576","b_360",6,"1.22","2007-2008",3.13894548842092,32
"1577","b_360",7,"1.22","2008-2009",2.92678785966935,32
"1578","b_360",8,"1.22","2009-2010",2.85614013756666,32
"1579","b_360",9,"1.22","2010-2011",2.53665820115571,26
"1580","b_471",5,"1.12","2011-2012",2.36476300032351,22
"1581","b_471",6,"1.12","2012",2.71362139477578,24
"1582","b_233",10,"1.11","2019-2020",2.81270823889208,28
"1583","b_233",5,"1.11","2014-2015",3.21996068142366,35
"1584","b_233",6,"1.11","2015-2016",3.45240650922727,49
"1585","b_233",7,"1.11","2016-2017",2.99125703145407,37
"1586","b_233",8,"1.11","2017-2018",2.03164368940983,20
"1587","b_233",9,"1.11","2018-2019",2.99805717672714,39
"1588","b_1113",5,"1.1","1998-1999",3.11827063738578,37
"1589","b_1113",6,"1.1","1999-2000",3.29082494653232,38
"1590","b_1113",7,"1.1","2000-2001",2.93217601419234,32
"1591","b_1192",10,"1.1","2007-2008",2.46928267011383,20
"1592","b_1192",11,"1.1","2008-2009",2.79585621028662,26
"1593","b_1192",12,"1.1","2009-2010",2.51917707409929,26
"1594","b_1192",13,"1.1-1.11","2010-2011",2.79205277703711,30
"1595","b_1192",14,"1.11-1.1","2011-2012",2.02770372912648,19
"1596","b_1192",15,"1.11","2012",1.16851840574309,4
"1597","b_1192",5,"1.1","2002-2003",3.05204689551978,29
"1598","b_1192",6,"1.1","2003-2004",3.18313033652546,36
"1599","b_1192",7,"1.1","2004-2005",2.5983366175924,19
"1600","b_1192",8,"1.1","2005-2006",2.98890822877041,25
"1601","b_1192",9,"1.1","2006-2007",2.10461590835301,21
"1602","b_478",5,"1.1","2005-2006",2.8930445870119,34
"1603","b_478",6,"1.1","2006-2007",1.85207384885942,17
"1604","b_1195",5,"1.12","2010-2011",2.28782910777174,21
"1605","b_1195",6,"1.12","2011-2012",2.73615189678599,28
"1606","b_1195",7,"1.12","2012",1.05492016798614,3
"1607","b_1206",10,"1.1","1998-1999",2.32334143469517,29
"1608","b_1206",11,"1.1","1999-2000",2.6673375954812,32
"1609","b_1206",12,"1.1","2000-2001",2.30920693253635,18
"1610","b_1206",13,"1.1","2001-2002",2.47511739336719,22
"1611","b_1206",14,"1.1","2002-2003",2.89812672775304,34
"1612","b_1206",15,"1.1","2003-2004",2.21768060527947,19
"1613","b_1206",16,"1.1","2004-2005",2.30594328397187,19
"1614","b_1206",17,"1.1","2005",2.27759143517284,15
"1615","b_1206",6,"1.1","1994-1995",2.68839203902977,19
"1616","b_1206",7,"1.1","1995-1996",1.41806936525169,5
"1617","b_1206",8,"1.1","1996-1997",1.51438548586803,9
"1618","b_1206",9,"1.1","1997-1998",2.27005646079963,19
"1619","b_515",10,"1.1","2008-2009",2.38614249421918,24
"1620","b_515",11,"1.1-1.12","2009-2010",2.4746250317795,23
"1621","b_515",12,"1.12","2010-2011",2.14677959343107,14
"1622","b_515",13,"1.12","2011-2012",2.35058765258185,21
"1623","b_515",14,"1.12","2012",1.58216994292525,6
"1624","b_515",5,"1.1","2003-2004",3.23705611650412,35
"1625","b_515",6,"1.1","2004-2005",3.40405412071549,39
"1626","b_515",7,"1.1","2005-2006",3.08803017912879,35
"1627","b_515",8,"1.1","2006-2007",2.69957859751839,27
"1628","b_515",9,"1.1","2007-2008",3.02318789172409,31
"1629","b_1114",10,"1.1","2005-2006",2.80023403574739,37
"1630","b_1114",11,"1.1","2006-2007",2.42301832861091,30
"1631","b_1114",12,"1.1","2007-2008",2.58259208663865,29
"1632","b_1114",13,"1.1","2008-2009",2.83578190713385,34
"1633","b_1114",14,"1.1","2009-2010",2.34641360569049,26
"1634","b_1114",15,"1.1-1.12","2010-2011",2.65611942143615,32
"1635","b_1114",16,"1.12-1.1","2011-2012",2.32307527172463,19
"1636","b_1114",17,"1.12","2012",2.25370782538602,19
"1637","b_1114",5,"1.1","2000-2001",3.35531862099801,41
"1638","b_1114",6,"1.1","2001-2002",3.07481536547062,36
"1639","b_1114",7,"1.1","2002-2003",2.90717718823467,35
"1640","b_1114",8,"1.1","2003-2004",2.84567331314985,34
"1641","b_1114",9,"1.1","2004-2005",2.53039996618661,24
"1642","b_539",5,"1.1","1996-1997",2.1901313759358,12
"1643","b_539",6,"1.1","1997-1998",2.74482683947815,29
"1644","b_539",7,"1.1","1998-1999",2.59933348041493,27
"1645","b_539",8,"1.1","1999-2000",2.66416144079551,31
"1646","b_539",9,"1.1","2000",1.84888249905257,13
"1647","b_1257",5,"2.21-2.2","2011",0.556646903582107,3
"1648","b_1257",6,"2.21","2012",1.24682964154851,6
"1649","b_355",5,"1.211","2016",2.66193958783985,20
"1650","b_355",6,"1.211","2016-2017",2.96011045873491,27
"1651","b_355",7,"1.211","2017-2018",3.04411113499905,32
"1652","b_355",8,"1.211","2018-2019",2.60332884207825,23
"1653","b_104",5,"1.211","2015-2016",2.49522691386965,18
"1654","b_104",6,"1.211","2016-2017",2.99941228462939,25
"1655","b_104",7,"1.211","2017-2018",2.4817662310851,25
"1656","b_104",8,"1.211","2018-2019",2.78918041124841,30
"1657","b_104",9,"1.211-1.2222","2019-2020",2.2675533855258,16
"1658","b_293",10,"1.2222","2019-2020",1.88586110801725,15
"1659","b_293",5,"1.222","2014-2015",2.27375155056119,25
"1660","b_293",6,"1.222","2015-2016",2.61369672553063,22
"1661","b_293",7,"1.222","2016-2017",2.44653187271416,33
"1662","b_293",8,"1.222-1.2222-1.2221","2017-2018",2.14395407458937,24
"1663","b_293",9,"1.2222","2018-2019",1.95764130584152,17
"1664","b_139",10,"1.211","2020",1.242453324894,4
"1665","b_139",5,"1.211","2015-2016",2.58245013095502,20
"1666","b_139",6,"1.211","2016",2.8467459768873,23
"1667","b_139",7,"1.211","2017",3.04179113002112,31
"1668","b_139",8,"1.211","2018-2019",2.42436306998745,24
"1669","b_139",9,"1.211","2019",3.00058510359328,28
"1670","b_1171",10,"1.22","2004-2005",2.42484646251942,29
"1671","b_1171",11,"1.22","2005-2006",2.54077134968302,31
"1672","b_1171",12,"1.22","2006",2.3605288143254,23
"1673","b_1171",13,"1.22","2007-2008",2.68661926180623,28
"1674","b_1171",14,"1.22","2008",1.97623527454928,13
"1675","b_1171",5,"1.22-1.2","1999-2000",2.44662629767431,34
"1676","b_1171",6,"1.22","2000-2001",2.62685997322694,23
"1677","b_1171",7,"1.22","2001-2002",2.19710840143962,22
"1678","b_1171",8,"1.22","2002-2003",2.14523595133617,26
"1679","b_1171",9,"1.22","2003-2004",2.33008294969681,30
"1680","b_352",10,"1.22","2007-2008",2.46385271139258,22
"1681","b_352",11,"1.22","2008-2009",2.38617694978813,23
"1682","b_352",12,"1.22","2009-2010",2.32488684723977,27
"1683","b_352",13,"1.22","2010-2011",1.92621462092627,22
"1684","b_352",14,"1.22","2011-2012",1.99861881356925,18
"1685","b_352",15,"1.22","2012-2013",2.38121583329678,27
"1686","b_352",16,"1.221-1.22","2013-2014",2.18693743207582,31
"1687","b_352",17,"1.221","2014-2015",2.27200569434618,20
"1688","b_352",18,"1.221","2015-2016",2.34232153367259,26
"1689","b_352",19,"1.221","2016-2017",2.16061199487462,21
"1690","b_352",20,"1.221","2017-2018",2.18374840175321,24
"1691","b_352",21,"1.221","2018-2019",2.43660332707994,27
"1692","b_352",22,"1.221","2019",2.4299511989611,16
"1693","b_352",5,"1.22","2002-2003",2.53883919622629,27
"1694","b_352",6,"1.22","2003-2004",2.98515280483954,34
"1695","b_352",7,"1.22","2004-2005",2.61897714298025,24
"1696","b_352",8,"1.22","2005-2006",2.49886960563592,29
"1697","b_352",9,"1.22","2006-2007",2.5448791744943,21
"1698","b_375",10,"1.2","1997-1998",2.81450501567482,32
"1699","b_375",11,"1.2-1.22","1998-1999",2.56716577344354,28
"1700","b_375",12,"1.22","1999-2000",2.70240559694279,26
"1701","b_375",13,"1.22","2000-2001",2.51937366083406,26
"1702","b_375",14,"1.22","2001-2002",2.64302416816468,29
"1703","b_375",15,"1.22","2002-2003",2.73405215492357,30
"1704","b_375",16,"1.22","2003-2004",2.61841964824788,24
"1705","b_375",17,"1.22","2004-2005",2.76068611988413,28
"1706","b_375",18,"1.22","2005-2006",2.65489825526922,24
"1707","b_375",19,"1.22","2006-2007",2.52246379283217,27
"1708","b_375",20,"1.22","2007-2008",2.57662913514662,32
"1709","b_375",21,"1.22","2008-2009",2.62188982736696,27
"1710","b_375",22,"1.22","2009-2010",2.77198848411355,32
"1711","b_375",23,"1.22","2010-2011",1.65028578201313,8
"1712","b_375",5,"1.2","1993",2.20591000966442,11
"1713","b_375",6,"1.2","1994",2.2789662675375,15
"1714","b_375",7,"1.2","1995",2.05904605594019,9
"1715","b_375",8,"1.2","1996",2.45153648263742,18
"1716","b_375",9,"1.2","1996-1997",2.54590753031703,26
"1717","b_368",10,"1.22","2010-2011",2.14592602813893,21
"1718","b_368",11,"1.22","2011-2012",2.87084140343101,30
"1719","b_368",12,"1.22","2012-2013",2.59913734314203,25
"1720","b_368",13,"1.222-1.22","2013-2014",2.48248143557808,19
"1721","b_368",14,"1.222","2014-2015",2.77008089388137,27
"1722","b_368",15,"1.222","2015-2016",2.63349285690577,26
"1723","b_368",16,"1.222","2016-2017",2.56594730135241,28
"1724","b_368",17,"1.2222-1.222","2017-2018",2.06233584373878,15
"1725","b_368",18,"1.2222","2018-2019",1.92317667939319,13
"1726","b_368",19,"1.2222","2019-2020",2.10511075619039,13
"1727","b_368",5,"1.22","2005-2006",2.37912582815791,25
"1728","b_368",6,"1.22","2006-2007",2.60271425863787,26
"1729","b_368",7,"1.22","2007-2008",2.70327675906518,25
"1730","b_368",8,"1.22","2008-2009",2.98405264395889,32
"1731","b_368",9,"1.22","2009-2010",3.11168640493948,30
"1732","b_1276",10,"1.22","2002-2003",2.37381642976975,26
"1733","b_1276",11,"1.22","2003-2004",2.4015442337145,24
"1734","b_1276",12,"1.22","2004-2005",2.31193381614476,23
"1735","b_1276",13,"1.22","2005-2006",2.71340834869162,30
"1736","b_1276",14,"1.22","2006-2007",2.14885713159527,20
"1737","b_1276",15,"1.22","2007-2008",2.54032258076134,24
"1738","b_1276",16,"1.22","2008-2009",2.83254060216828,30
"1739","b_1276",17,"1.22","2009-2010",2.45357768140976,28
"1740","b_1276",18,"1.22","2010-2011",2.78246535087746,32
"1741","b_1276",19,"1.22","2011-2012",1.97833239206101,20
"1742","b_1276",20,"1.22","2012-2013",2.298198061323,24
"1743","b_1276",21,"1.22-1.222-1.221","2013-2014",2.21778460407187,20
"1744","b_1276",22,"1.222","2014-2015",2.03063501533576,20
"1745","b_1276",23,"1.222","2015-2016",2.50195658052697,22
"1746","b_1276",24,"1.222","2016",2.2049529675884,18
"1747","b_1276",5,"1.2","1997-1998",2.34326123197228,24
"1748","b_1276",6,"1.2","1998",2.72965273891832,28
"1749","b_1276",7,"1.22-1.2","1999-2000",2.08519961847624,23
"1750","b_1276",8,"1.22","2000-2001",1.96344097838191,21
"1751","b_1276",9,"1.22","2001-2002",2.34075935581847,26
"1752","b_387",10,"1.22","2007-2008",2.44188075276751,23
"1753","b_387",11,"1.22","2008-2009",2.55762480993849,27
"1754","b_387",12,"1.22","2009-2010",2.55447771401912,30
"1755","b_387",13,"1.22","2010-2011",2.07756899837457,20
"1756","b_387",14,"1.22","2011-2012",2.37728369291358,29
"1757","b_387",15,"1.22","2012-2013",2.36669886496403,26
"1758","b_387",16,"1.221-1.222-1.22","2013-2014",2.10508899912263,19
"1759","b_387",17,"1.222","2014-2015",2.00959098390193,15
"1760","b_387",18,"1.222","2015-2016",2.30732577714921,19
"1761","b_387",19,"1.222","2016-2017",2.48210367222521,21
"1762","b_387",5,"1.22","2002-2003",2.52436754516701,24
"1763","b_387",6,"1.22","2003-2004",2.62825847218989,24
"1764","b_387",7,"1.22","2004-2005",2.87833840959871,25
"1765","b_387",8,"1.22","2005-2006",2.15277714692132,16
"1766","b_387",9,"1.22","2006-2007",2.54260326426382,18
"1767","b_410",10,"1.22","2007-2008",2.21431508717697,25
"1768","b_410",11,"1.22","2008-2009",2.16347279315371,20
"1769","b_410",12,"1.22","2009-2010",2.15972695783316,22
"1770","b_410",13,"1.22","2010-2011",2.34148209029741,22
"1771","b_410",14,"1.22","2011-2012",2.34787326619629,21
"1772","b_410",15,"1.22","2012-2013",2.06449236032599,20
"1773","b_410",16,"1.22-1.221","2013-2014",1.99847763886596,19
"1774","b_410",17,"1.221","2014-2015",2.51638996796964,25
"1775","b_410",18,"1.221","2015-2016",2.33377641471159,24
"1776","b_410",19,"1.221","2016-2017",1.90129181251711,19
"1777","b_410",20,"1.221","2017-2018",2.16245686644589,14
"1778","b_410",5,"1.22","2002-2003",1.6259005937359,22
"1779","b_410",6,"1.22","2003-2004",2.1736981750883,21
"1780","b_410",7,"1.22","2004-2005",2.42878800377241,24
"1781","b_410",8,"1.22","2005-2006",2.62094318391358,26
"1782","b_410",9,"1.22","2006-2007",1.93107188649292,18
"1783","b_376",10,"1.22-1.2","1999-2000",2.3531004455965,27
"1784","b_376",11,"1.22","2000-2001",2.5422773586714,22
"1785","b_376",12,"1.22","2001-2002",2.4836523910955,22
"1786","b_376",13,"1.22","2002-2003",2.53689434909683,31
"1787","b_376",14,"1.22","2003-2004",2.43933798494085,28
"1788","b_376",15,"1.22","2004-2005",2.48229027681289,28
"1789","b_376",16,"1.22","2005-2006",2.47446908250369,29
"1790","b_376",17,"1.22","2006-2007",2.41820167327963,23
"1791","b_376",18,"1.22","2007-2008",2.38697098385715,22
"1792","b_376",19,"1.22","2008-2009",2.88892087828904,30
"1793","b_376",20,"1.22","2009-2010",2.35077264079246,22
"1794","b_376",21,"1.22","2010-2011",2.49639653260886,29
"1795","b_376",22,"1.22","2011-2012",2.4935940986275,27
"1796","b_376",23,"1.22","2012",2.15500202980142,20
"1797","b_376",24,"1.222-1.22","2013-2014",2.35006819762033,29
"1798","b_376",25,"1.222-1.221-1.22","2014-2015",2.12143911419073,17
"1799","b_376",26,"1.222","2015",2.28571590923541,16
"1800","b_376",5,"1.2","1994-1995",2.25544963032931,15
"1801","b_376",6,"1.2","1995-1996",1.39951949899187,6
"1802","b_376",7,"1.2","1996-1997",2.71206755558677,28
